,task_id,pipeline_id,y
2124,15,63,0.9747202777777776
2125,4,0,0.974717434933138
2126,360,5,0.974714
2127,15,72,0.9746913888888888
2128,15,81,0.9746808333333332
2129,491,27,0.9746336996336996
2130,123,6,0.974632
2131,45,13,0.9745626536182752
2132,45,80,0.9745626536182752
2133,15,17,0.9745416666666668
2134,343,5,0.974451
2135,14,27,0.9744444444444444
2136,599,242,0.974413623430405
2137,15,88,0.974381388888889
2138,493,14,0.9743725767067396
2139,468,15,0.9743065576398908
2140,609,10,0.9743023888395212
2141,307,11,0.9742883379247016
2142,15,25,0.974235
2143,0,16,0.974223
2144,15,20,0.9741836111111112
2145,63,6,0.974175
2146,225,1,0.974139
2147,34,64,0.9741288559355002
2148,9,0,0.9740851388888888
2149,34,44,0.9740622716187844
2150,456,5,0.974056
2151,460,5,0.974026
2152,45,14,0.9740144522383372
2153,43,243,0.9739834135901552
2154,462,147,0.9739718647111644
2155,34,48,0.9739126240178386
2156,599,60,0.9738963469359968
2157,480,4,0.9738325281803544
2158,37,108,0.9738274182993958
2159,63,168,0.9737203370378784
2160,599,48,0.9736921819707052
2161,4,57,0.9736526493372264
2162,8,65,0.97363
2163,37,154,0.9735988683167174
2164,8,46,0.973578
2165,488,11,0.9734660500789531
2166,405,46,0.973462
2167,15,41,0.9734333333333334
2168,477,27,0.9733100233100233
2169,176,1,0.973276
2170,557,90,0.973243
2171,11,87,0.973197
2172,546,5,0.973088
2173,8,96,0.9730690735245632
2174,8,88,0.9730690735245632
2175,139,57,0.973064872890769
2176,10,13,0.9730544444444444
2177,10,80,0.9730544444444444
2178,78,62,0.9729898093827444
2179,188,5,0.972962
2180,71,11,0.9729441082235672
2181,343,244,0.9729253472222223
2182,599,160,0.9728980044623824
2183,609,90,0.972898
2184,598,39,0.972796
2185,9,57,0.9727955555555556
2186,46,245,0.9727666666666668
2187,478,5,0.972764
2188,99,1,0.972653
2189,5,25,0.9725947639009476
2190,343,246,0.9725477430555556
2191,107,1,0.972526
2192,453,27,0.9725202333897984
2193,451,27,0.9725028593213876
2194,45,11,0.972473327832222
2195,574,89,0.9724361878702008
2196,601,0,0.972431560230346
2197,47,27,0.9724214828381496
2198,578,10,0.9723958333333332
2199,343,247,0.9723480902777776
2200,15,77,0.9722677777777776
2201,485,14,0.9722389836301282
2202,460,15,0.9721706864564008
2203,46,248,0.972133
2204,269,5,0.972116
2205,8,249,0.972057987141444
2206,8,159,0.972057987141444
2207,8,250,0.972057987141444
2208,8,90,0.972057987141444
2209,8,160,0.972057987141444
2210,464,15,0.9720302099334356
2211,33,76,0.9720004020065508
2212,33,3,0.9720002402017468
2213,46,6,0.972
2214,44,1,0.971958
2215,343,251,0.9719487847222223
2216,607,4,0.9719436796841608
2217,578,1,0.971875
2218,33,13,0.9718724009049896
2219,476,11,0.971856245311328
2220,33,80,0.9718063230565792
2221,237,1,0.971794
2222,33,15,0.9717912873784978
2223,451,14,0.9717377849319644
2224,159,11,0.971677559912854
2225,59,0,0.9716646555546008
2226,33,88,0.9716470635716382
2227,45,3,0.9716413531099238
2228,554,2,0.971634991085566
2229,87,15,0.9715630221386802
2230,59,57,0.9715577924263868
2231,43,148,0.971519975031211
2232,137,1,0.971454
2233,405,252,0.9714325967739166
2234,31,4,0.9712844973688244
2235,14,0,0.9712844444444444
2236,463,27,0.9712678625722104
2237,578,0,0.9712350501543208
2238,487,15,0.9711872826626924
2239,45,16,0.971183
2240,15,74,0.9711827777777778
2241,93,0,0.971179102369304
2242,45,2,0.9711326243271522
2243,15,47,0.971126111111111
2244,242,1,0.971118
2245,25,4,0.9710562975003032
2246,15,65,0.970974
2247,20,154,0.9709576276003256
2248,599,62,0.970942819020442
2249,473,147,0.9708336721418116
2250,557,3,0.970726799242424
2251,477,14,0.970722296868585
2252,15,46,0.97071
2253,491,11,0.9706959706959708
2254,45,9,0.970640276820216
2255,4,4,0.9706369609325828
2256,574,212,0.9706116856699948
2257,14,57,0.9706102777777776
2258,472,6,0.970569
2259,93,57,0.9705495819737732
2260,87,87,0.97048
2261,172,5,0.970478
2262,228,5,0.97047
2263,176,5,0.97042
2264,578,48,0.9703125
2265,578,64,0.9703125
2266,578,57,0.9702801890432098
2267,370,6,0.970278
2268,45,15,0.970261888471883
2269,11,61,0.9701933356284766
2270,11,60,0.9701933356284766
2271,491,14,0.9701310203900876
2272,8,39,0.9701047477744807
2273,123,1,0.970066
2274,469,4,0.970064148253742
2275,46,253,0.97
2276,46,47,0.97
2277,81,46,0.969997
2278,13,8,0.969985
2279,8,63,0.9699328305308276
2280,481,15,0.9699177085540722
2281,81,212,0.9698375870069604
2282,81,10,0.9698375870069604
2283,41,8,0.9698116087977732
2284,578,61,0.9697916666666668
2285,87,27,0.9697681704260652
2286,475,14,0.9697148548780596
2287,41,54,0.9697
2288,59,88,0.9696941221127012
2289,59,96,0.9696941221127012
2290,45,51,0.9696565628077862
2291,26,90,0.969637
2292,483,4,0.9696342305037958
2293,13,9,0.9695358333333334
2294,557,51,0.969433791035354
2295,76,9,0.9694096734480806
2296,322,5,0.969339
2297,11,62,0.9692103498885648
2298,462,27,0.9691858724932656
2299,459,14,0.96909056335947
2300,45,1,0.969083
2301,569,16,0.969074
2302,15,36,0.9690738888888888
2303,579,223,0.9690188453768874
2304,41,9,0.9689799500057652
2305,47,14,0.9689565811492948
2306,45,65,0.968851
2307,385,5,0.968848
2308,554,73,0.968835317144448
2309,554,72,0.9688343262847984
2310,10,5,0.968811
2311,45,46,0.968799
2312,130,15,0.96875
2313,45,73,0.9687360587021688
2314,31,10,0.9686189759999108
2315,86,5,0.968569
2316,578,90,0.968562
2317,578,160,0.9685619212962964
2318,493,27,0.9685517970401692
2319,117,5,0.968528
2320,130,11,0.9685185185185186
2321,41,15,0.9684978676175516
2322,139,0,0.9684947900314856
2323,33,37,0.968490956039634
2324,552,13,0.9684730620883196
2325,178,1,0.968362
2326,45,17,0.9682981499550068
2327,47,6,0.968235
2328,566,138,0.9682316264590144
2329,10,14,0.9681373611111111
2330,205,27,0.9681199596774194
2331,11,48,0.9681186468317962
2332,104,5,0.968081
2333,31,254,0.9680705789338964
2334,554,77,0.9680336425926664
2335,469,14,0.9679743041467916
2336,46,193,0.967933
2337,564,27,0.9678571428571427
2338,10,56,0.9678380555555556
2339,13,54,0.967797
2340,457,4,0.9677884615384617
2341,13,19,0.967747
2342,481,5,0.967657
2343,106,5,0.967641
2344,33,156,0.9676233380629772
2345,481,11,0.967613194885922
2346,402,5,0.967592
2347,260,14,0.9675604457012376
2348,578,255,0.9675327932098766
2349,34,27,0.9674915395649238
2350,13,15,0.967471111111111
2351,45,41,0.9674014598395044
2352,457,14,0.9673950902088504
2353,343,256,0.9673719618055556
2354,252,15,0.9673425989215462
2355,554,25,0.9672957689632372
2356,554,20,0.9672889155173244
2357,41,19,0.967277
2358,76,68,0.9672751234456968
2359,15,16,0.967189
2360,1,257,0.9671579631345192
2361,441,11,0.9670770988979734
2362,399,6,0.966944
2363,13,120,0.9669386111111112
2364,45,25,0.9669358430732444
2365,105,1,0.96689
2366,557,41,0.9668884154040408
2367,482,147,0.966887848035389
2368,45,20,0.9668165246615738
2369,554,42,0.966797944560742
2370,271,4,0.966750208855472
2371,10,83,0.9667119444444444
2372,28,1,0.966711
2373,10,87,0.966697
2374,578,27,0.9666666666666668
2375,5,2,0.9666028834259172
2376,13,45,0.9665977777777778
2377,8,41,0.9665737388724036
2378,405,57,0.9665288595502614
2379,81,27,0.9665052556431236
2380,144,1,0.966418
2381,211,14,0.966403162055336
2382,12,154,0.966388888888889
2383,197,6,0.966385
2384,4,14,0.9663651403753606
2385,1,27,0.9663569234898256
2386,554,71,0.966259354002966
2387,487,11,0.9662195727769498
2388,10,159,0.9662059722222222
2389,10,160,0.9662058333333332
2390,10,250,0.9662058333333332
2391,10,90,0.966201
2392,586,1,0.966186
2393,54,102,0.9661226202734794
2394,541,15,0.966108832565284
2395,4,13,0.9660749388262124
2396,4,80,0.966074762345922
2397,471,5,0.966034
2398,548,147,0.9660033824850696
2399,554,5,0.965943
2400,31,27,0.9659127728379115
2401,579,9,0.96589125870889
2402,290,5,0.965887
2403,94,57,0.9658766666666668
2404,489,5,0.965851
2405,85,258,0.9658273381294964
2406,41,11,0.9657844504344444
2407,33,14,0.9655611795452114
2408,305,5,0.965545
2409,8,37,0.965469362017804
2410,303,1,0.965461
2411,13,76,0.9654583333333332
2412,59,80,0.9654243163702572
2413,59,13,0.9654239500756422
2414,163,5,0.965336
2415,68,86,0.9652813529574094
2416,440,11,0.9651063829787234
2417,228,1,0.965097
2418,31,60,0.965073894619592
2419,597,257,0.965
2420,46,259,0.965
2421,46,257,0.965
2422,44,5,0.964991
2423,486,14,0.9648795596441138
2424,33,57,0.964839957077096
2425,45,38,0.964778
2426,99,5,0.964755
2427,0,122,0.964684
2428,53,51,0.9646664049400248
2429,78,0,0.9644525328436936
2430,566,62,0.9644253347122248
2431,113,1,0.964332
2432,164,5,0.964319
2433,8,24,0.9643125618199802
2434,53,47,0.96425154046829
2435,15,108,0.9642293055555556
2436,86,4,0.9641636966941134
2437,13,42,0.9641447222222224
2438,601,11,0.9640984273310428
2439,159,5,0.964052
2440,43,4,0.9640070447654718
2441,376,1,0.963997
2442,28,260,0.9639852876054013
2443,489,15,0.9639824036170342
2444,13,127,0.9639244444444444
2445,28,65,0.963884
2446,458,5,0.963754
2447,541,11,0.9637368279569892
2448,343,261,0.9636566840277778
2449,33,0,0.9636346298572164
2450,6,201,0.9636095718908166
2451,41,107,0.963566
2452,8,47,0.963551129244972
2453,482,27,0.9635050741608118
2454,405,16,0.963505
2455,480,6,0.963439
2456,554,43,0.9633154031774888
2457,13,3,0.9633097222222222
2458,548,262,0.9633013582791607
2459,554,47,0.963208720621837
2460,462,4,0.9631981442681832
2461,476,147,0.9631470367591898
2462,176,11,0.9630762953896368
2463,24,114,0.96306200186696
2464,24,27,0.9629924839979684
2465,8,103,0.962979277942631
2466,84,86,0.9629516173245614
2467,13,17,0.9628991666666666
2468,338,5,0.962857
2469,579,16,0.962803
2470,297,1,0.962799
2471,548,27,0.9627794514032028
2472,13,41,0.9627633333333332
2473,112,6,0.962745
2474,130,14,0.9627314814814816
2475,218,5,0.962689
2476,576,137,0.9626703484832114
2477,468,5,0.962622
2478,59,14,0.96260942465863
2479,78,57,0.9625903944930893
2480,440,5,0.962553
2481,1,154,0.9624902346930408
2482,475,27,0.9624875124875126
2483,562,65,0.9624432579545218
2484,13,25,0.962431527777778
2485,13,20,0.9624277777777778
2486,139,4,0.9624085738240986
2487,13,81,0.9623813888888888
2488,463,4,0.9623492449579406
2489,13,72,0.9623090277777778
2490,574,4,0.962301491422645
2491,115,5,0.9623
2492,566,160,0.9622968535453704
2493,13,77,0.962290972222222
2494,343,263,0.9622699652777778
2495,101,5,0.962256
2496,160,5,0.962249
2497,68,41,0.9622331703317618
2498,85,58,0.962230215827338
2499,607,160,0.9621833583132404
2500,222,6,0.962083
2501,571,5,0.962081
2502,13,63,0.9620797222222222
2503,579,120,0.9620326123246384
2504,566,90,0.96203
2505,8,91,0.9619100230794592
2506,8,80,0.9619100230794592
2507,8,13,0.9619100230794592
2508,54,65,0.961805
2509,11,154,0.961785863124898
2510,483,6,0.961698
2511,607,150,0.9616848082223596
2512,41,3,0.9616771914812424
2513,185,4,0.9616402116402116
2514,607,90,0.961628
2515,33,114,0.961572110127318
2516,402,11,0.9613628462548012
2517,89,5,0.961314
2518,13,36,0.9613038888888888
2519,31,58,0.9612971577450132
2520,25,168,0.961260891331092
2521,10,108,0.9611715277777778
2522,237,5,0.961098
2523,13,26,0.961077777777778
2524,232,1,0.961025
2525,185,11,0.9610229276895944
2526,77,90,0.960934
2527,77,160,0.9609337822671156
2528,77,159,0.9609337822671156
2529,59,160,0.9609131313806496
2530,59,159,0.9609130310553284
2531,10,68,0.9608804166666668
2532,153,15,0.9608647783004703
2533,2,243,0.9608108108108108
2534,583,15,0.960747707722847
2535,565,27,0.9607142857142856
2536,218,1,0.960662
2537,607,32,0.9606080714707088
2538,59,90,0.960562
2539,13,24,0.960544
2540,8,264,0.9605195557204088
2541,98,1,0.9605
2542,15,90,0.960494
2543,15,160,0.9604923611111112
2544,607,158,0.9604737396752324
2545,15,159,0.9604723611111112
2546,607,152,0.9604588934389928
2547,458,15,0.960434913923286
2548,607,6,0.9603556390605236
2549,216,5,0.960349
2550,13,2,0.9602875
2551,34,154,0.960270750496302
2552,31,49,0.9602649059296566
2553,305,6,0.959936
2554,105,5,0.959934
2555,569,46,0.959856
2556,601,4,0.9598081849855268
2557,13,51,0.959790277777778
2558,599,96,0.9595954151386348
2559,599,184,0.9595764643058162
2560,24,154,0.9594671826976332
2561,579,51,0.9593342216848232
2562,1,265,0.9592925503509232
2563,31,44,0.9592513957499776
2564,473,27,0.9592413400552936
2565,53,266,0.9591710166634678
2566,93,27,0.9591405747048948
2567,557,17,0.9590336963383838
2568,13,236,0.959023888888889
2569,554,68,0.9588651222027206
2570,452,15,0.958839547549225
2571,554,36,0.958779495414632
2572,53,267,0.9587525238371186
2573,260,4,0.9587201264072686
2574,13,38,0.958652
2575,208,6,0.958647
2576,13,71,0.9586352777777778
2577,85,168,0.95863309352518
2578,53,56,0.9586151288133172
2579,160,1,0.958561
2580,405,4,0.9585160401196006
2581,554,67,0.9584838889523772
2582,153,1,0.958463
2583,244,15,0.9584279872785098
2584,334,1,0.958343
2585,8,243,0.9583163699307616
2586,8,210,0.9583163699307616
2587,108,5,0.958285
2588,176,27,0.9581803345573237
2589,185,27,0.957936507936508
2590,13,46,0.957915
2591,13,14,0.957909722222222
2592,479,11,0.9578454332552692
2593,579,17,0.9578351713295752
2594,320,5,0.957786
2595,37,212,0.95771584741522
2596,574,10,0.9576547031626026
2597,334,15,0.9576331360946746
2598,87,90,0.957504
2599,96,1,0.957335
2600,81,14,0.9573162665363846
2601,169,5,0.95725
2602,574,60,0.9572181067090048
2603,95,15,0.9572105773565192
2604,13,65,0.957031
2605,321,5,0.957013
2606,554,46,0.957009
2607,562,108,0.956981008338939
2608,13,223,0.9569094444444444
2609,107,5,0.956895
2610,0,38,0.956873
2611,554,26,0.9568510348207898
2612,8,240,0.9568384767556876
2613,41,183,0.9567678493836326
2614,4,159,0.9567422834956189
2615,4,250,0.9567422757237468
2616,4,160,0.9567422757237468
2617,4,90,0.956742
2618,31,32,0.9567246997924064
2619,41,45,0.9566929819438548
2620,53,17,0.9566840217978388
2621,546,4,0.9566456675024896
2622,556,5,0.956637
2623,235,5,0.95663
2624,68,106,0.9565935777203384
2625,596,147,0.956545588149064
2626,45,36,0.9564943282200205
2627,476,27,0.9564422355588896
2628,489,147,0.9564339552425336
2629,235,4,0.9564174208831926
2630,100,6,0.956403
2631,335,27,0.9563513513513512
2632,395,6,0.956111
2633,273,5,0.956044
2634,121,156,0.9560203425350436
2635,59,48,0.955997502982258
2636,574,62,0.9559880964870756
2637,59,61,0.9559683404016868
2638,59,64,0.9559611267754572
2639,117,1,0.955961
2640,456,27,0.9559572449315494
2641,43,213,0.9559256286784376
2642,108,1,0.955883
2643,45,90,0.955811
2644,59,10,0.9557644194217236
2645,440,14,0.9557446808510636
2646,565,4,0.9557142857142858
2647,464,147,0.9556771633384537
2648,43,27,0.9555912252541466
2649,400,5,0.955591
2650,493,147,0.9555878552971576
2651,11,44,0.955579916287666
2652,100,5,0.955518
2653,121,4,0.9555102438786708
2654,13,88,0.9553583333333332
2655,548,1,0.955334020400613
2656,548,154,0.955334020400613
2657,28,5,0.955197
2658,596,268,0.9551865428650872
2659,13,146,0.9550788888888888
2660,41,46,0.954822
2661,76,269,0.9547935921684748
2662,109,1,0.954773
2663,578,270,0.9547714120370372
2664,604,46,0.95477
2665,558,5,0.95474
2666,478,14,0.9546261280365684
2667,37,32,0.9545209592363062
2668,455,14,0.95446950028373
2669,369,6,0.954433
2670,121,58,0.9544122903433276
2671,52,6,0.9543202303404594
2672,478,11,0.9542781449541716
2673,33,108,0.9542674024125142
2674,15,71,0.9542626388888888
2675,477,6,0.954196
2676,52,168,0.9541769454642796
2677,29,15,0.9541190675211292
2678,52,271,0.9540317589398618
2679,465,6,0.954021
2680,553,11,0.9539399092970522
2681,481,147,0.9539185561912836
2682,163,15,0.9538982259570497
2683,8,25,0.953867631058358
2684,569,1,0.9537953795379538
2685,15,14,0.9537647222222222
2686,37,89,0.9537607298202396
2687,374,6,0.95365
2688,601,10,0.9536331633819596
2689,474,6,0.953473
2690,13,90,0.953436
2691,13,160,0.9534355555555556
2692,10,114,0.9533683333333334
2693,45,87,0.953356
2694,121,150,0.9533436523549302
2695,61,272,0.9532365953764756
2696,290,1,0.953216
2697,343,1,0.953207
2698,174,6,0.953175
2699,323,5,0.953144
2700,33,38,0.953138
2701,476,14,0.9530907366264644
2702,335,1,0.953012
2703,41,38,0.952951
2704,20,4,0.9529114398123072
2705,102,5,0.952905
2706,130,5,0.952894
2707,556,138,0.9528661616161616
2708,226,15,0.9527381845461368
2709,13,16,0.952738
2710,41,65,0.95272
2711,465,4,0.9527030661646044
2712,84,41,0.9526637883771928
2713,59,62,0.952639151665594
2714,402,16,0.952606
2715,485,4,0.9525535939470364
2716,601,1,0.9525488354095496
2717,76,15,0.9524946483432788
2718,335,4,0.9524324324324324
2719,121,6,0.9523179881570286
2720,13,0,0.952316111111111
2721,105,15,0.9523092330321736
2722,453,6,0.952287
2723,26,27,0.9522727272727272
2724,574,84,0.9522485793198644
2725,8,81,0.9521850478074514
2726,139,27,0.9521397147944204
2727,8,71,0.9521201945268712
2728,96,5,0.952047
2729,558,13,0.951966628557079
2730,536,5,0.951939
2731,1,52,0.951928204246864
2732,8,20,0.951918488295417
2733,601,41,0.9519161221263668
2734,1,114,0.9517877329302826
2735,8,72,0.9516941394658752
2736,471,147,0.9516846789574062
2737,12,57,0.9516725
2738,8,77,0.9516460847345865
2739,76,4,0.9516315370593824
2740,583,5,0.951543
2741,93,4,0.9513624500378324
2742,137,14,0.9513394616030286
2743,11,4,0.9512629328308178
2744,454,27,0.9512432012432012
2745,61,86,0.9510239091348944
2746,94,6,0.951
2747,121,152,0.9508937723684224
2748,48,147,0.9507690997710212
2749,486,4,0.9507155635062612
2750,208,4,0.9507101086048454
2751,468,11,0.950657367324034
2752,269,14,0.9506251776072748
2753,37,4,0.9505826821663652
2754,554,56,0.9505458645811934
2755,407,42,0.950544241573034
2756,13,13,0.9505027777777776
2757,13,80,0.950479722222222
2758,382,6,0.950469
2759,76,150,0.950450566095864
2760,97,6,0.950377
2761,76,152,0.9503093630458782
2762,552,57,0.9503070664593406
2763,456,147,0.9502897294889916
2764,457,6,0.950248
2765,76,13,0.9502317319318166
2766,475,6,0.950225
2767,20,44,0.950071765856171
2768,235,27,0.950009111340582
2769,46,273,0.95
2770,94,49,0.95
2771,471,11,0.9499591317773136
2772,34,108,0.949951298595086
2773,10,57,0.9499379166666668
2774,462,6,0.94991
2775,8,274,0.9498338526211672
2776,407,2,0.9497805477528088
2777,489,4,0.9497742130784228
2778,407,81,0.9497624557362708
2779,554,38,0.9497535071477312
2780,211,5,0.949605
2781,41,76,0.9495769459398616
2782,566,154,0.9494519733443164
2783,222,27,0.9494436381228836
2784,554,83,0.9494174405831012
2785,76,80,0.94931605154706
2786,17,90,0.949237
2787,487,14,0.9491492237393876
2788,28,147,0.949134992583984
2789,10,38,0.949095
2790,407,72,0.9490546966513694
2791,41,16,0.948999
2792,45,56,0.948991365839158
2793,468,147,0.9488936988936988
2794,586,5,0.948886
2795,8,5,0.9488427382129904
2796,176,4,0.94859241126071
2797,183,1,0.94847
2798,103,5,0.948467
2799,473,14,0.9483026017909738
2800,552,0,0.9482685254154924
2801,491,4,0.9481837606837608
2802,94,32,0.948
2803,20,32,0.9479961382322596
2804,20,6,0.947992
2805,272,5,0.94782
2806,37,156,0.9477895607991068
2807,407,51,0.9477879213483146
2808,203,1,0.94768
2809,72,4,0.9476592648384162
2810,81,57,0.9476484636989584
2811,562,64,0.947647655034865
2812,178,5,0.94761
2813,20,58,0.9475978705983004
2814,286,1,0.94759
2815,59,4,0.947587724526246
2816,45,5,0.947579
2817,285,5,0.947544
2818,562,10,0.9475043436642712
2819,13,57,0.9474431944444446
2820,8,275,0.9473189004286184
2821,261,6,0.947271
2822,135,5,0.9472
2823,29,98,0.9471997770966843
2824,108,15,0.947184567013596
2825,407,25,0.9470549508426968
2826,407,20,0.9470113794870608
2827,94,58,0.947
2828,37,276,0.9469908387543784
2829,34,32,0.9469538430687447
2830,479,147,0.9468809878645944
2831,20,168,0.9468081594573818
2832,405,9,0.9467778254415138
2833,245,5,0.946773
2834,244,5,0.946691
2835,407,77,0.9466354779567594
2836,402,277,0.9465292598094092
2837,434,11,0.9465028275911054
2838,564,6,0.946429
2839,244,11,0.9463880054520672
2840,86,87,0.94635
2841,562,48,0.9462863283831652
2842,53,68,0.9461533684562712
2843,94,4,0.9459316666666666
2844,174,4,0.9458553791887124
2845,478,27,0.94578257659653
2846,180,5,0.945647
2847,460,11,0.945475159760874
2848,59,44,0.945435454152782
2849,10,0,0.9452752777777776
2850,269,27,0.945225916453538
2851,20,156,0.9452258308150576
2852,273,6,0.945055
2853,86,16,0.945053
2854,407,74,0.9449174859550562
2855,329,5,0.944862
2856,599,61,0.944783125873388
2857,103,1,0.944688
2858,494,15,0.9446806596027084
2859,271,27,0.9446115288220552
2860,68,5,0.944515
2861,53,57,0.944466870356248
2862,15,56,0.9443573611111112
2863,11,150,0.9443140843283988
2864,11,58,0.9443140843283988
2865,15,38,0.944297
2866,359,6,0.9442
2867,429,14,0.944108187134503
2868,113,5,0.944043
2869,541,5,0.944021
2870,33,160,0.9439452620094664
2871,15,83,0.9439441666666666
2872,111,15,0.9438121253816112
2873,14,4,0.9437020833333334
2874,485,6,0.943632
2875,260,27,0.9436105076041872
2876,536,15,0.9435823111820326
2877,76,32,0.9435334504524
2878,454,147,0.9435009435009436
2879,11,27,0.9434398159053434
2880,76,58,0.943392247402414
2881,13,159,0.9432840277777778
2882,13,175,0.94328375
2883,219,5,0.943221
2884,98,5,0.943209
2885,41,80,0.9431805415032756
2886,41,13,0.9431187536988768
2887,477,4,0.9430749805749808
2888,473,4,0.942968368840462
2889,433,15,0.9429304863123116
2890,34,61,0.9429141325406628
2891,565,6,0.942857
2892,434,147,0.9427386426309236
2893,579,15,0.9426687952947526
2894,41,42,0.942607641653008
2895,138,15,0.9425870646766168
2896,599,7,0.942547027080226
2897,8,36,0.9424859792284868
2898,490,15,0.9424486803519062
2899,329,15,0.9423558897243108
2900,13,108,0.9422954166666668
2901,407,71,0.942284058988764
2902,541,14,0.9422215821812596
2903,15,5,0.942127
2904,33,62,0.9420905804642224
2905,476,4,0.942083177044261
2906,176,14,0.9420644634842922
2907,21,42,0.9419549076806628
2908,475,4,0.9419330669330668
2909,548,145,0.9419192221770492
2910,13,197,0.9418879166666668
2911,7,5,0.941773
2912,9,150,0.9416666666666668
2913,13,47,0.9416019444444444
2914,488,27,0.9415181592600946
2915,34,62,0.9413088424168854
2916,102,15,0.9412883642978414
2917,117,6,0.941246
2918,264,278,0.9412102324479396
2919,583,4,0.941180640892334
2920,76,88,0.9410627027119544
2921,9,6,0.940833
2922,383,6,0.940833
2923,76,108,0.9408090262368716
2924,554,37,0.940777970151344
2925,596,279,0.9407264909438352
2926,596,280,0.9407264909438352
2927,173,5,0.940692
2928,263,1,0.940601
2929,454,14,0.940594330157437
2930,9,152,0.9405555555555556
2931,479,5,0.940494
2932,21,51,0.9404708243678824
2933,41,137,0.9404374818945552
2934,270,5,0.94028
2935,402,10,0.9402609521559993
2936,554,65,0.9401941061025724
2937,208,14,0.9401629072681704
2938,53,0,0.9400791599322394
2939,264,281,0.940034791795814
2940,566,27,0.9400328583191272
2941,562,61,0.9400173982818684
2942,138,11,0.94
2943,596,282,0.9399810528262544
2944,4,6,0.9397873694828108
2945,489,27,0.9397693251942656
2946,4,168,0.9397617511192888
2947,9,32,0.9397222222222222
2948,402,14,0.9396380137162894
2949,149,5,0.939614
2950,578,62,0.9395833333333332
2951,41,2,0.9394730394431964
2952,9,58,0.9394444444444444
2953,307,6,0.939394
2954,445,4,0.9393482784195832
2955,455,27,0.93933101781939
2956,554,9,0.9392350365329952
2957,451,6,0.939192
2958,13,44,0.9391054166666668
2959,4,152,0.9390606569371704
2960,554,8,0.939026295433392
2961,4,58,0.93900902104299
2962,94,27,0.939
2963,109,5,0.938984
2964,448,73,0.9388467021668208
2965,252,14,0.938832602545906
2966,554,3,0.9388127651788138
2967,211,15,0.9387351778656128
2968,80,86,0.93868412456446
2969,76,186,0.9386518592957452
2970,13,4,0.9386405555555556
2971,588,90,0.938598
2972,588,160,0.938597736758315
2973,429,1,0.938563
2974,21,2,0.9385572498958163
2975,4,32,0.9385415902876996
2976,49,98,0.9385146687362008
2977,13,242,0.938454
2978,4,156,0.9383589159442958
2979,21,17,0.9383191161837372
2980,256,5,0.938272
2981,407,47,0.9382198033707864
2982,556,90,0.938219
2983,13,56,0.9380715277777778
2984,407,36,0.9379301264044944
2985,21,77,0.937923644126177
2986,441,15,0.9376596356223564
2987,488,4,0.9375986916309496
2988,13,5,0.9374931944444445
2989,574,27,0.9374722788534732
2990,556,13,0.93746764520202
2991,448,25,0.9374336901351292
2992,609,27,0.9373914389189956
2993,448,146,0.937303374094238
2994,448,98,0.9372620046923474
2995,21,25,0.9372432620916644
2996,21,73,0.937192233439076
2997,53,46,0.93716
2998,9,4,0.9371533333333334
2999,126,15,0.937152
3000,338,11,0.9371428571428572
3001,77,57,0.9371139169472504
3002,481,14,0.937102268713839
3003,448,20,0.9370987538437642
3004,53,65,0.937091
3005,43,168,0.9369649545211344
3006,95,6,0.936958
3007,9,156,0.9369444444444444
3008,448,223,0.9369379120450628
3009,452,5,0.936898
3010,602,42,0.9367562786382206
3011,53,38,0.936724
3012,402,283,0.9367071257836632
3013,559,42,0.936679204642266
3014,33,159,0.9366781206574584
3015,21,20,0.936537365730858
3016,468,27,0.9365079365079364
3017,21,50,0.936491
3018,448,153,0.9364097610643022
3019,574,6,0.936404671743584
3020,486,6,0.93636
3021,554,51,0.936303165400238
3022,466,15,0.9362812421965452
3023,407,65,0.936249
3024,53,63,0.936227285715133
3025,574,168,0.9361709559176355
3026,402,1,0.9361264373743104
3027,482,14,0.9361068322013356
3028,225,5,0.936082
3029,464,4,0.935963901689708
3030,153,11,0.935942348113302
3031,433,11,0.9359387855329264
3032,558,10,0.9358814375594238
3033,558,60,0.9358814375594234
3034,376,5,0.935863
3035,33,48,0.9358575005480108
3036,286,5,0.935807
3037,562,62,0.9357789347282778
3038,21,36,0.9357719359420312
3039,21,111,0.935729
3040,559,72,0.935678577743486
3041,602,73,0.935673632405274
3042,602,93,0.93566555566577
3043,8,109,0.9356574266402902
3044,41,41,0.9356420643671188
3045,574,32,0.9355411314685448
3046,574,152,0.9355411314685448
3047,33,10,0.9355259242787424
3048,33,64,0.9355123723846824
3049,137,27,0.9355080982236156
3050,21,74,0.9354997831282263
3051,559,8,0.935489704393114
3052,33,90,0.935477
3053,273,4,0.9354395604395606
3054,539,11,0.9354226020892686
3055,448,2,0.9353888025396254
3056,559,73,0.9353812026811976
3057,574,158,0.9353481015180796
3058,573,72,0.9353014792899408
3059,596,284,0.9352983862371772
3060,21,93,0.9352871637424414
3061,573,73,0.9352686390532544
3062,554,107,0.9352484778744344
3063,578,4,0.9351943479938272
3064,289,27,0.9351395730706076
3065,481,27,0.9351204351204352
3066,473,6,0.935101
3067,402,285,0.935099628565678
3068,400,1,0.935054
3069,588,286,0.9350200077449335
3070,588,287,0.9350200077449335
3071,588,288,0.9350200077449335
3072,244,14,0.934973464672731
3073,11,32,0.9349236260849082
