,dataset_id,dataset_name,run_label,run_date,model_path,history_path,f1,roc_auc,accuracy,logloss,precision,inference_sec,fit_time_sec,task_type,model_str,automl_time_sec,automl_timeout_min,meta_learning_time_sec
105,40981,australian,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:47,datasets\australian\models\FEDOT_SAPostProcSafeGluingVer1\00da82ba-83b9-4c2b-9ff7-559961f53502.json,datasets\australian\histories\FEDOT_SAPostProcSafeGluingVer1\00da82ba-83b9-4c2b-9ff7-559961f53502.json,-0.87,-0.931,-0.87,0.319,-0.872,0.0225289184600114,10013.909504393116,classification,"(/n_scaling;)/n_rf_{'n_jobs': 1, 'bootstrap': True, 'criterion': 'entropy', 'max_features': 0.5842537571823216, 'min_samples_leaf': 14, 'min_samples_split': 10, 'n_estimators': 100}",14400,240,0
106,1461,bank-marketing,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:48,datasets\bank-marketing\models\FEDOT_SAPostProcSafeGluingVer1\ddb2f738-b24e-4db3-a13e-ab8baed840bb.json,datasets\bank-marketing\histories\FEDOT_SAPostProcSafeGluingVer1\ddb2f738-b24e-4db3-a13e-ab8baed840bb.json,-0.906,-0.935,-0.906,0.197,-0.795,0.251047108322382,14511.348211060278,classification,"(/n_scaling;)/n_rf_{'n_jobs': 1, 'bootstrap': False, 'criterion': 'entropy', 'max_features': 0.17232991754186186, 'min_samples_leaf': 6, 'min_samples_split': 7, 'n_estimators': 100}",14400,240,0
107,1464,blood-transfusion-service-center,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:50,datasets\blood-transfusion-service-center\models\FEDOT_SAPostProcSafeGluingVer1\12076bc6-9e8d-481c-ac21-953f2a730c7a.json,datasets\blood-transfusion-service-center\histories\FEDOT_SAPostProcSafeGluingVer1\12076bc6-9e8d-481c-ac21-953f2a730c7a.json,-0.733,-0.78,-0.733,0.483,-0.576,0.0235750749707222,9223.08608700335,classification,"(((((/n_pca_{'svd_solver': 'full', 'n_components': 0.6992925591324289};)/n_logit_{'C': 8.40728619693665};;(/n_pca_{'svd_solver': 'full', 'n_components': 0.6992925591324289};)/n_scaling;;/n_scaling;)/n_scaling;;((/n_pca_{'svd_solver': 'full', 'n_components': 0.6992925591324289};)/n_scaling;)/n_logit_{'C': 7.828856154758077};;(/n_pca_{'svd_solver': 'full', 'n_components': 0.6992925591324289};)/n_logit_{'C': 8.40728619693665};)/n_logit_{'C': 0.735699012561433};;((/n_pca_{'svd_solver': 'full', 'n_components': 0.6992925591324289};)/n_logit_{'C': 8.40728619693665};;(/n_pca_{'svd_solver': 'full', 'n_components': 0.6992925591324289};)/n_scaling;;/n_scaling;)/n_scaling;;((/n_pca_{'svd_solver': 'full', 'n_components': 0.6992925591324289};)/n_scaling;)/n_logit_{'C': 7.828856154758077};;/n_pca_{'svd_solver': 'full', 'n_components': 0.6992925591324289};;/n_scaling;)/n_scaling;;(((/n_pca_{'svd_solver': 'full', 'n_components': 0.6992925591324289};)/n_logit_{'C': 8.40728619693665};;(/n_pca_{'svd_solver': 'full', 'n_components': 0.6992925591324289};)/n_scaling;;/n_scaling;)/n_scaling;;((/n_pca_{'svd_solver': 'full', 'n_components': 0.6992925591324289};)/n_scaling;)/n_logit_{'C': 7.828856154758077};;(/n_pca_{'svd_solver': 'full', 'n_components': 0.6992925591324289};)/n_logit_{'C': 8.40728619693665};)/n_logit_{'C': 0.735699012561433};;/n_scaling;)/n_logit_{'C': 1.136989650144023}",14400,240,0
108,991,car,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:50,datasets\car\models\FEDOT_SAPostProcSafeGluingVer1\b7dfb685-ac1f-4bc4-8f71-d8e793777073.json,datasets\car\histories\FEDOT_SAPostProcSafeGluingVer1\b7dfb685-ac1f-4bc4-8f71-d8e793777073.json,-0.994,-1.0,-0.994,0.013,-0.994,0.1951236948370933,14415.912488721311,classification,"((((/n_normalization;)/n_normalization;;(/n_normalization;)/n_pca_{'svd_solver': 'full', 'n_components': 0.7497268777771852};)/n_knn_{'n_neighbors': 32, 'p': 1, 'weights': 'uniform'};)/n_scaling;;(((/n_normalization;)/n_scaling;;/n_normalization;;/n_normalization;)/n_rf_{'n_jobs': 1, 'bootstrap': True, 'criterion': 'gini', 'max_features': 0.3963419392402354, 'min_samples_leaf': 5, 'min_samples_split': 4, 'n_estimators': 100};;(/n_normalization;)/n_pca_{'svd_solver': 'full', 'n_components': 0.7497268777771852};;(/n_normalization;)/n_scaling;;/n_normalization;)/n_scaling;;(((/n_normalization;)/n_scaling;;/n_normalization;;/n_normalization;)/n_rf_{'n_jobs': 1, 'bootstrap': True, 'criterion': 'gini', 'max_features': 0.3963419392402354, 'min_samples_leaf': 5, 'min_samples_split': 4, 'n_estimators': 100};;(/n_normalization;)/n_scaling;;/n_normalization;;/n_normalization;)/n_knn_{'n_neighbors': 5, 'p': 1, 'weights': 'uniform'};;/n_normalization;)/n_logit_{'C': 5.406363921535279}",14400,240,0
109,41142,christine,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:50,datasets\christine\models\FEDOT_SAPostProcSafeGluingVer1\c3a60f2c-84ed-4951-b166-b8f2df1ca4cd.json,datasets\christine\histories\FEDOT_SAPostProcSafeGluingVer1\c3a60f2c-84ed-4951-b166-b8f2df1ca4cd.json,-0.74,-0.845,-0.74,0.505,-0.74,1.6015156134963036,14698.023549072444,classification,"/n_lgbm_{'num_leaves': 47, 'colsample_bytree': 0.6678068525468391, 'subsample': 0.8620602330041912, 'subsample_freq': 10, 'learning_rate': 0.02579923474485064, 'n_estimators': 100, 'class_weight': 'balanced', 'reg_alpha': 1.0989800025528147e-08, 'reg_lambda': 3.580713507036465e-07}",14400,240,0
110,1216,click_prediction_small,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:54,datasets\click_prediction_small\models\FEDOT_SAPostProcSafeGluingVer1\5de6fd40-e734-4394-81c0-0d9cb37d8663.json,datasets\click_prediction_small\histories\FEDOT_SAPostProcSafeGluingVer1\5de6fd40-e734-4394-81c0-0d9cb37d8663.json,-0.773,-0.5,-0.843,1.0,-0.028,0.2757206931710243,14698.384913351389,classification,"/n_rf_{'n_jobs': 1, 'bootstrap': False, 'criterion': 'gini', 'max_features': 0.5775910123040409, 'min_samples_leaf': 13, 'min_samples_split': 6, 'n_estimators': 100}",14400,240,0
111,1468,cnae-9,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:50,datasets\cnae-9\models\FEDOT_SAPostProcSafeGluingVer1\4903fa56-4df0-4108-8491-7f1414ae7677.json,datasets\cnae-9\histories\FEDOT_SAPostProcSafeGluingVer1\4903fa56-4df0-4108-8491-7f1414ae7677.json,-0.963,-0.998,-0.963,0.155,-0.964,0.3106967806816101,14468.784006640317,classification,((/n_normalization;)/n_mlp;;/n_scaling;)/n_logit_{'C': 2.4319506410729717},14400,240,0
112,1591,connect-4,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:51,datasets\connect-4\models\FEDOT_SAPostProcSafeGluingVer1\7ffaffc1-2942-4374-972b-b76ad53cd426.json,datasets\connect-4\histories\FEDOT_SAPostProcSafeGluingVer1\7ffaffc1-2942-4374-972b-b76ad53cd426.json,-0.8,-0.928,-0.823,0.479,-0.708,1.2708258032798767,14594.050703927876,classification,"(/n_scaling;)/n_rf_{'n_jobs': 1, 'bootstrap': False, 'criterion': 'gini', 'max_features': 0.2469237934683463, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 100}",14400,240,0
113,150,covertype,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:52,datasets\covertype\models\FEDOT_SAPostProcSafeGluingVer1\51e87788-ba1c-4b6c-9682-8c832f216eee.json,datasets\covertype\histories\FEDOT_SAPostProcSafeGluingVer1\51e87788-ba1c-4b6c-9682-8c832f216eee.json,-0.965,-0.997,-0.965,0.122,-0.952,2.533745586872101,21582.5412857458,classification,"(/n_scaling;)/n_rf_{'n_jobs': 1, 'n_estimators': 100, 'criterion': 'entropy', 'max_features': 0.873501183113806, 'min_samples_split': 7, 'min_samples_leaf': 6, 'bootstrap': True}",14400,240,0
114,31,credit-g,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:51,datasets\credit-g\models\FEDOT_SAPostProcSafeGluingVer1\1cb9aee3-81d4-4181-a8d4-3b78b39cc7e3.json,datasets\credit-g\histories\FEDOT_SAPostProcSafeGluingVer1\1cb9aee3-81d4-4181-a8d4-3b78b39cc7e3.json,-0.82,-0.868,-0.82,0.437,-0.812,0.1415601149201393,14407.293101236224,classification,"((((/n_normalization;;/n_pca_{'svd_solver': 'full', 'n_components': 0.11643023568784751};)/n_normalization;)/n_pca_{'svd_solver': 'full', 'n_components': 0.6114167152930803};)/n_pca_{'svd_solver': 'full', 'n_components': 0.654386108330295};;((/n_normalization;;/n_pca_{'svd_solver': 'full', 'n_components': 0.11643023568784751};)/n_normalization;)/n_normalization;;((/n_normalization;;/n_pca_{'svd_solver': 'full', 'n_components': 0.11643023568784751};)/n_normalization;)/n_pca_{'svd_solver': 'full', 'n_components': 0.6114167152930803};;(/n_normalization;;/n_pca_{'svd_solver': 'full', 'n_components': 0.11643023568784751};)/n_normalization;;/n_normalization;)/n_rf_{'n_jobs': 1, 'bootstrap': True, 'criterion': 'entropy', 'max_features': 0.06692842416857302, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 100}",14400,240,0
115,41163,dilbert,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:52,datasets\dilbert\models\FEDOT_SAPostProcSafeGluingVer1\d4728fa1-efff-403a-a22d-df1a02988aba.json,datasets\dilbert\histories\FEDOT_SAPostProcSafeGluingVer1\d4728fa1-efff-403a-a22d-df1a02988aba.json,-0.962,-0.998,-0.962,0.263,-0.962,0.9880608394742012,23459.659603711218,classification,"/n_rf_{'n_jobs': 1, 'n_estimators': 100, 'criterion': 'entropy', 'max_features': 0.35108708114850584, 'min_samples_split': 10, 'min_samples_leaf': 3, 'bootstrap': False}",14400,240,0
116,41164,fabert,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:52,datasets\fabert\models\FEDOT_SAPostProcSafeGluingVer1\d42fc596-58b7-4c8d-a189-def03123bcc4.json,datasets\fabert\histories\FEDOT_SAPostProcSafeGluingVer1\d42fc596-58b7-4c8d-a189-def03123bcc4.json,-0.682,-0.919,-0.691,0.861,-0.678,1.2236655838787556,14534.25266482681,classification,/n_logit_{'C': 1.631954144626661},14400,240,0
117,40996,fashion-mnist,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:53,datasets\fashion-mnist\models\FEDOT_SAPostProcSafeGluingVer1\beab5917-6b1e-49f8-b3b0-b23befe1ac2e.json,datasets\fashion-mnist\histories\FEDOT_SAPostProcSafeGluingVer1\beab5917-6b1e-49f8-b3b0-b23befe1ac2e.json,-0.882,-0.991,-0.884,0.388,-0.883,8.84974866360426,15840.226390846074,classification,/n_rf_{'n_jobs': 1},14400,240,0
118,41159,guillermo,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:50:00,datasets\guillermo\models\FEDOT_SAPostProcSafeGluingVer1\9b860a57-0ffc-4c95-9bc0-e05b6593c359.json,datasets\guillermo\histories\FEDOT_SAPostProcSafeGluingVer1\9b860a57-0ffc-4c95-9bc0-e05b6593c359.json,-0.848,-0.918,-0.848,0.375,-0.87,16.126737043261528,17367.602755416185,classification,"(/n_scaling;)/n_rf_{'n_jobs': 1, 'n_estimators': 100, 'criterion': 'entropy', 'max_features': 0.18436518066228136, 'min_samples_split': 2, 'min_samples_leaf': 13, 'bootstrap': False}",14400,240,0
119,41169,helena,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:53,datasets\helena\models\FEDOT_SAPostProcSafeGluingVer1\78d85659-cd28-473a-aa3c-b49c32a94d0f.json,datasets\helena\histories\FEDOT_SAPostProcSafeGluingVer1\78d85659-cd28-473a-aa3c-b49c32a94d0f.json,-0.35,-0.9,-0.378,2.641,-0.27,0.0878031477332115,23694.16515956074,classification,(/n_scaling;)/n_mlp,14400,240,0
120,4532,higgs,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:52,datasets\higgs\models\FEDOT_SAPostProcSafeGluingVer1\aeeee2ce-f0ba-4463-ad8e-a25d201882d3.json,datasets\higgs\histories\FEDOT_SAPostProcSafeGluingVer1\aeeee2ce-f0ba-4463-ad8e-a25d201882d3.json,-0.726,-0.804,-0.726,0.538,-0.725,0.7311621978878975,16029.002495542169,classification,"(/n_scaling;)/n_rf_{'n_jobs': 1, 'bootstrap': False, 'criterion': 'entropy', 'max_features': 0.2686002368058141, 'min_samples_leaf': 7, 'min_samples_split': 5, 'n_estimators': 100}",14400,240,0
121,41168,jannis,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:51,datasets\jannis\models\FEDOT_SAPostProcSafeGluingVer1\a2f01d18-8cb8-40ee-a887-78f8956e4082.json,datasets\jannis\histories\FEDOT_SAPostProcSafeGluingVer1\a2f01d18-8cb8-40ee-a887-78f8956e4082.json,-0.703,-0.869,-0.711,0.71,-0.527,0.3580360524356365,19302.62958309427,classification,"(/n_scaling;)/n_rf_{'n_jobs': 1, 'bootstrap': False, 'criterion': 'entropy', 'max_features': 0.39578636742703094, 'min_samples_leaf': 13, 'min_samples_split': 9, 'n_estimators': 100}",14400,240,0
122,41143,jasmine,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:48,datasets\jasmine\models\FEDOT_SAPostProcSafeGluingVer1\0628b4ec-ba0e-43e4-88f5-52b650ea2ca3.json,datasets\jasmine\histories\FEDOT_SAPostProcSafeGluingVer1\0628b4ec-ba0e-43e4-88f5-52b650ea2ca3.json,-0.823,-0.881,-0.823,0.398,-0.825,0.0751800406724214,14430.604284563102,classification,"(((/n_scaling;)/n_pca_{'svd_solver': 'full', 'n_components': 0.9673458316416399};;/n_normalization;;/n_scaling;)/n_pca_{'svd_solver': 'full', 'n_components': 0.39953238778546096};;(/n_normalization;)/n_rf_{'n_jobs': 1, 'bootstrap': False, 'criterion': 'gini', 'max_features': 0.09951032356664903, 'min_samples_leaf': 10, 'min_samples_split': 9, 'n_estimators': 100};;/n_normalization;)/n_rf_{'n_jobs': 1, 'bootstrap': False, 'criterion': 'entropy', 'max_features': 0.051700625571240354, 'min_samples_leaf': 2, 'min_samples_split': 7, 'n_estimators': 100}",14400,240,0
123,41027,jungle_chess_2pcs_raw_endgame_complete,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:52,datasets\jungle_chess_2pcs_raw_endgame_complete\models\FEDOT_SAPostProcSafeGluingVer1\9ac5ecc7-acfc-4a69-89f1-1d3d125b7ce9.json,datasets\jungle_chess_2pcs_raw_endgame_complete\histories\FEDOT_SAPostProcSafeGluingVer1\9ac5ecc7-acfc-4a69-89f1-1d3d125b7ce9.json,-0.906,-0.985,-0.907,0.229,-0.868,0.1987023083493113,15368.262014794163,classification,"((/n_normalization;;/n_pca_{'svd_solver': 'full', 'n_components': 0.9694021660025905};)/n_scaling;;/n_normalization;)/n_rf_{'n_jobs': 1, 'bootstrap': False, 'criterion': 'entropy', 'max_features': 0.3766237925647119, 'min_samples_leaf': 2, 'min_samples_split': 9, 'n_estimators': 100}",14400,240,0
124,1067,kc1,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:49,datasets\kc1\models\FEDOT_SAPostProcSafeGluingVer1\c4761507-7d3b-4fbf-bb79-e93db94c2bd3.json,datasets\kc1\histories\FEDOT_SAPostProcSafeGluingVer1\c4761507-7d3b-4fbf-bb79-e93db94c2bd3.json,-0.867,-0.852,-0.867,0.31,-0.756,0.0443772636353969,14406.415055177176,classification,"(((/n_scaling;)/n_logit_{'C': 4.836055429683507};)/n_logit_{'C': 5.381782244452929};;/n_normalization;)/n_rf_{'n_jobs': 1, 'bootstrap': False, 'criterion': 'entropy', 'max_features': 0.09294261192173858, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",14400,240,0
125,1111,kddcup09_appetency,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:54,datasets\kddcup09_appetency\models\FEDOT_SAPostProcSafeGluingVer1\647e3edb-ccc4-40b9-aa53-92ea27b3498e.json,datasets\kddcup09_appetency\histories\FEDOT_SAPostProcSafeGluingVer1\647e3edb-ccc4-40b9-aa53-92ea27b3498e.json,-0.982,-0.844,-0.982,0.074,-0.491,0.9800173118710518,14521.913916006684,classification,"(/n_normalization;)/n_lgbm_{'num_leaves': 16, 'colsample_bytree': 0.6939133890114956, 'subsample': 0.9050319982016528, 'subsample_freq': 10, 'learning_rate': 0.07131793993491888, 'n_estimators': 100, 'reg_alpha': 3.5313713853156465e-08, 'reg_lambda': 1.3287236415317363}",14400,240,0
126,3,kr-vs-kp,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:51,datasets\kr-vs-kp\models\FEDOT_SAPostProcSafeGluingVer1\69cd513c-5b99-4b76-903f-d6780481abe5.json,datasets\kr-vs-kp\histories\FEDOT_SAPostProcSafeGluingVer1\69cd513c-5b99-4b76-903f-d6780481abe5.json,-0.994,-0.999,-0.994,0.026,-0.994,0.0580674260854721,14409.008588895202,classification,"((/n_pca_{'svd_solver': 'full', 'n_components': 0.9854224046363161};)/n_scaling;;/n_pca_{'svd_solver': 'full', 'n_components': 0.9854224046363161};;/n_rf_{'n_jobs': 1, 'bootstrap': False, 'criterion': 'entropy', 'max_features': 0.6679592827450368, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 100};)/n_logit_{'C': 6.067296993002153}",14400,240,0
127,12,mfeat-factors,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:51,datasets\mfeat-factors\models\FEDOT_SAPostProcSafeGluingVer1\358fab63-a8d5-4d22-8fca-d8e5ee68dd49.json,datasets\mfeat-factors\histories\FEDOT_SAPostProcSafeGluingVer1\358fab63-a8d5-4d22-8fca-d8e5ee68dd49.json,-0.97,-1.0,-0.97,0.093,-0.972,0.2231294438242912,14461.166485384108,classification,"((((/n_rf_{'n_jobs': 1, 'bootstrap': True, 'criterion': 'entropy', 'max_features': 0.3080708478523012, 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 100};)/n_pca_{'svd_solver': 'full', 'n_components': 0.8719495986444386};;(/n_scaling;)/n_normalization;)/n_scaling;;(/n_rf_{'n_jobs': 1, 'bootstrap': True, 'criterion': 'entropy', 'max_features': 0.3080708478523012, 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 100};)/n_pca_{'svd_solver': 'full', 'n_components': 0.8719495986444386};;(/n_scaling;)/n_normalization;)/n_knn_{'n_neighbors': 5, 'p': 1, 'weights': 'uniform'};;((/n_rf_{'n_jobs': 1, 'bootstrap': True, 'criterion': 'entropy', 'max_features': 0.3080708478523012, 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 100};)/n_pca_{'svd_solver': 'full', 'n_components': 0.8719495986444386};;(/n_scaling;)/n_normalization;)/n_scaling;;(/n_rf_{'n_jobs': 1, 'bootstrap': True, 'criterion': 'entropy', 'max_features': 0.3080708478523012, 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 100};)/n_knn_{'n_neighbors': 11, 'p': 2, 'weights': 'distance'};)/n_logit_{'C': 1.2825043571049926}",14400,240,0
128,41150,miniboone,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:51,datasets\miniboone\models\FEDOT_SAPostProcSafeGluingVer1\6956ace8-533b-466f-af55-3dee0a1a7253.json,datasets\miniboone\histories\FEDOT_SAPostProcSafeGluingVer1\6956ace8-533b-466f-af55-3dee0a1a7253.json,-0.936,-0.98,-0.936,0.174,-0.921,0.4689820185303688,17998.285212349147,classification,"/n_rf_{'n_jobs': 1, 'bootstrap': False, 'criterion': 'gini', 'max_features': 0.30539719014681893, 'min_samples_leaf': 14, 'min_samples_split': 9, 'n_estimators': 100}",14400,240,0
129,1486,nomao,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:48,datasets\nomao\models\FEDOT_SAPostProcSafeGluingVer1\035e884e-0e3b-455e-bf9e-c84f29fb5a27.json,datasets\nomao\histories\FEDOT_SAPostProcSafeGluingVer1\035e884e-0e3b-455e-bf9e-c84f29fb5a27.json,-0.968,-0.994,-0.968,0.095,-0.963,0.9342239890247584,14754.631448206492,classification,"(/n_scaling;)/n_rf_{'n_jobs': 1, 'bootstrap': False, 'criterion': 'gini', 'max_features': 0.05874697303653412, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",14400,240,0
130,23517,numerai28.6,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:51,datasets\numerai28.6\models\FEDOT_SAPostProcSafeGluingVer1\e60a31bf-e605-4871-a437-1edd7b27b489.json,datasets\numerai28.6\histories\FEDOT_SAPostProcSafeGluingVer1\e60a31bf-e605-4871-a437-1edd7b27b489.json,-0.52,-0.524,-0.52,0.692,-0.52,0.0948183834552764,14409.26480365172,classification,(/n_scaling;)/n_logit_{'C': 1.2955215973829377},14400,240,0
131,1489,phoneme,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:51,datasets\phoneme\models\FEDOT_SAPostProcSafeGluingVer1\15df47c6-d841-479f-975d-1c2e3f2663f7.json,datasets\phoneme\histories\FEDOT_SAPostProcSafeGluingVer1\15df47c6-d841-479f-975d-1c2e3f2663f7.json,-0.908,-0.971,-0.908,0.199,-0.888,0.0298021510243415,14429.083862692118,classification,"((/n_scaling;)/n_pca_{'svd_solver': 'full', 'n_components': 0.7237270009338211};;/n_scaling;;/n_scaling;)/n_rf_{'n_jobs': 1, 'bootstrap': False, 'criterion': 'entropy', 'max_features': 0.20290203601450132, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",14400,240,0
132,41161,riccardo,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:50:00,datasets\riccardo\models\FEDOT_SAPostProcSafeGluingVer1\fa605270-4668-47c6-bbcf-000a4fa31586.json,datasets\riccardo\histories\FEDOT_SAPostProcSafeGluingVer1\fa605270-4668-47c6-bbcf-000a4fa31586.json,-0.982,-0.999,-0.982,0.153,-0.986,3.5614286810159683,21223.971308872104,classification,"/n_lgbm_{'num_leaves': 32, 'colsample_bytree': 0.8, 'subsample': 0.8, 'subsample_freq': 10, 'learning_rate': 0.03, 'n_estimators': 100}",14400,240,0
133,41165,robert,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:53,datasets\robert\models\FEDOT_SAPostProcSafeGluingVer1\e8d7824b-8b4c-4fbc-9e19-bf98f51303b7.json,datasets\robert\histories\FEDOT_SAPostProcSafeGluingVer1\e8d7824b-8b4c-4fbc-9e19-bf98f51303b7.json,-0.496,-0.879,-0.499,1.477,-0.497,3.4167632423341274,30860.87457744777,classification,"(/n_scaling;)/n_lgbm_{'num_leaves': 32, 'colsample_bytree': 0.8, 'subsample': 0.8, 'subsample_freq': 10, 'learning_rate': 0.03, 'n_estimators': 100}",14400,240,0
134,36,segment,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:51,datasets\segment\models\FEDOT_SAPostProcSafeGluingVer1\530a772b-66c2-43d8-9ed3-0d1dbd5f0f9f.json,datasets\segment\histories\FEDOT_SAPostProcSafeGluingVer1\530a772b-66c2-43d8-9ed3-0d1dbd5f0f9f.json,-0.983,-0.997,-0.983,0.204,-0.983,0.0672282055020332,14419.941196583211,classification,"(((/n_pca_{'svd_solver': 'full', 'n_components': 0.9654456231595591};)/n_pca_{'svd_solver': 'full', 'n_components': 0.43330628666887194};;/n_scaling;)/n_scaling;;(/n_pca_{'svd_solver': 'full', 'n_components': 0.9654456231595591};)/n_scaling;;(/n_pca_{'svd_solver': 'full', 'n_components': 0.9654456231595591};;/n_scaling;)/n_normalization;)/n_rf_{'n_jobs': 1, 'bootstrap': False, 'criterion': 'entropy', 'max_features': 0.21851555602788714, 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 100}",14400,240,0
135,42344,sf-police-incidents,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:57,datasets\sf-police-incidents\models\FEDOT_SAPostProcSafeGluingVer1\bb3942c8-524d-432f-ae31-7334124a242c.json,datasets\sf-police-incidents\histories\FEDOT_SAPostProcSafeGluingVer1\bb3942c8-524d-432f-ae31-7334124a242c.json,-0.879,-0.712,-0.879,0.338,-0.712,11.579629577696323,25654.97017424181,classification,"(/n_scaling;)/n_rf_{'n_jobs': 1, 'bootstrap': True, 'criterion': 'entropy', 'max_features': 0.4479548612197174, 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 100}",14400,240,0
136,40685,shuttle,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:51,datasets\shuttle\models\FEDOT_SAPostProcSafeGluingVer1\66e2287c-e825-469f-b0f0-87cb18d028e6.json,datasets\shuttle\histories\FEDOT_SAPostProcSafeGluingVer1\66e2287c-e825-469f-b0f0-87cb18d028e6.json,-1.0,-1.0,-1.0,0.0,-0.992,0.083060547709465,14480.819686818868,classification,"(/n_normalization;)/n_rf_{'n_jobs': 1, 'bootstrap': False, 'criterion': 'entropy', 'max_features': 0.75050620816659, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",14400,240,0
137,41146,sylvine,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:49,datasets\sylvine\models\FEDOT_SAPostProcSafeGluingVer1\f9231f53-3993-4eb2-b66b-9b7d5368da0f.json,datasets\sylvine\histories\FEDOT_SAPostProcSafeGluingVer1\f9231f53-3993-4eb2-b66b-9b7d5368da0f.json,-0.934,-0.986,-0.934,0.155,-0.937,0.0318914540112018,14466.017285594717,classification,"(((/n_pca_{'svd_solver': 'full', 'n_components': 0.9258708036784801};)/n_normalization;)/n_mlp;;/n_normalization;;/n_pca_{'svd_solver': 'full', 'n_components': 0.9258708036784801};)/n_rf_{'n_jobs': 1, 'bootstrap': False, 'criterion': 'entropy', 'max_features': 0.2786676454429063, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 100}",14400,240,0
138,54,vehicle,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:51,datasets\vehicle\models\FEDOT_SAPostProcSafeGluingVer1\bcc70442-3f4b-477d-8d36-bdb3ad78d1f7.json,datasets\vehicle\histories\FEDOT_SAPostProcSafeGluingVer1\bcc70442-3f4b-477d-8d36-bdb3ad78d1f7.json,-0.845,-0.968,-0.847,0.35,-0.85,0.0256250947713851,12639.45450463146,classification,"(((((/n_normalization;;/n_pca_{'svd_solver': 'full', 'n_components': 0.4542548596823397};)/n_scaling;)/n_scaling;)/n_qda;;((/n_normalization;;/n_pca_{'svd_solver': 'full', 'n_components': 0.4542548596823397};)/n_scaling;)/n_scaling;;(/n_normalization;;/n_pca_{'svd_solver': 'full', 'n_components': 0.4542548596823397};)/n_scaling;)/n_normalization;)/n_rf_{'n_jobs': 1, 'bootstrap': False, 'criterion': 'gini', 'max_features': 0.141447395900881, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",14400,240,0
