,dataset_id,dataset_name,run_label,run_date,model_path,history_path,f1,roc_auc,accuracy,logloss,precision,inference_sec,fit_time_sec,task_type,model_str,automl_time_sec,automl_timeout_min,meta_learning_time_sec
139,41166,volkert,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:52,datasets\volkert\models\FEDOT_SAPostProcSafeGluingVer1\4c6baddf-4e2b-4500-94ce-d3677e5db1f2.json,datasets\volkert\histories\FEDOT_SAPostProcSafeGluingVer1\4c6baddf-4e2b-4500-94ce-d3677e5db1f2.json,-0.677,-0.938,-0.687,0.925,-0.722,0.618572648614645,19287.02730295807,classification,"/n_rf_{'n_jobs': 1, 'bootstrap': False, 'criterion': 'entropy', 'max_features': 0.23299583395084916, 'min_samples_leaf': 3, 'min_samples_split': 3, 'n_estimators': 100}",14400,240,0
140,1240,airlinescodrnaadult,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:54,datasets\airlinescodrnaadult\models\FEDOT_SAPostProcSafeGluingVer1\cf7df3d8-065d-4d71-b53e-37718684e1d7.json,datasets\airlinescodrnaadult\histories\FEDOT_SAPostProcSafeGluingVer1\cf7df3d8-065d-4d71-b53e-37718684e1d7.json,-0.812,-0.907,-0.812,0.364,-0.81,34.11929289624095,18624.36399223283,classification,"(/n_scaling;)/n_rf_{'n_jobs': 1, 'bootstrap': True, 'criterion': 'entropy', 'max_features': 0.311444428890475, 'min_samples_leaf': 9, 'min_samples_split': 9, 'n_estimators': 100}",14400,240,0
141,1110,kddcup99_full,FEDOT_SAPostProcSafeGluingVer1,2022-11-11 11:49:59,datasets\kddcup99_full\models\FEDOT_SAPostProcSafeGluingVer1\2a0eb627-2a34-4a3c-8b33-a6976fcca940.json,datasets\kddcup99_full\histories\FEDOT_SAPostProcSafeGluingVer1\2a0eb627-2a34-4a3c-8b33-a6976fcca940.json,-1.0,-0.5,-1.0,1.0,-0.733,45.79753902554512,20079.827456079423,classification,"(/n_scaling;)/n_rf_{'n_jobs': 1, 'bootstrap': True, 'criterion': 'entropy', 'max_features': 0.3671806973881119, 'min_samples_leaf': 9, 'min_samples_split': 3, 'n_estimators': 100}",14400,240,0
142,41138,apsfailure,FEDOT_SABasedPopGluingVer208122022,2022-12-09 16:18:00,datasets\apsfailure\models\FEDOT_SABasedPopGluingVer208122022\1edf4423-7581-48a1-8299-80d46d46c9ae.json,datasets\apsfailure\histories\FEDOT_SABasedPopGluingVer208122022\1edf4423-7581-48a1-8299-80d46d46c9ae.json,-0.994,-0.992,-0.994,0.022,-0.958,1.098673746921122,23440.34722838784,classification,"(/n_scaling;)/n_rf_{'n_jobs': -1, 'bootstrap': True, 'criterion': 'entropy', 'max_features': 0.903216073757955, 'min_samples_leaf': 7, 'min_samples_split': 10}",14400,240,0
143,40981,australian,FEDOT_SABasedPopGluingVer208122022,2022-12-09 16:17:59,datasets\australian\models\FEDOT_SABasedPopGluingVer208122022\22a313aa-67b6-4f8c-9c8e-91f969799ddf.json,datasets\australian\histories\FEDOT_SABasedPopGluingVer208122022\22a313aa-67b6-4f8c-9c8e-91f969799ddf.json,-0.87,-0.919,-0.87,0.342,-0.869,0.0184060051105916,14425.356079217978,classification,"(/n_normalization;;/n_poly_features_{'degree': 2, 'interaction_only': True};)/n_lgbm_{'num_leaves': 66, 'colsample_bytree': 0.8933500954029396, 'subsample': 0.6131365661082658, 'subsample_freq': 10, 'learning_rate': 0.028042541944126753, 'n_estimators': 100, 'class_weight': 'balanced', 'reg_alpha': 0.003705988528787373, 'reg_lambda': 0.09525406469959556}",14400,240,0
144,1468,cnae-9,FEDOT_SABasedPopGluingVer208122022,2022-12-09 16:18:02,datasets\cnae-9\models\FEDOT_SABasedPopGluingVer208122022\78bc4cfb-73d0-4837-bf66-355b6a2cddc9.json,datasets\cnae-9\histories\FEDOT_SABasedPopGluingVer208122022\78bc4cfb-73d0-4837-bf66-355b6a2cddc9.json,-0.945,-0.997,-0.944,0.171,-0.947,0.2889529140666127,14437.885409350973,classification,"(/n_poly_features_{'degree': 5, 'interaction_only': False};)/n_mlp",14400,240,0
145,1591,connect-4,FEDOT_SABasedPopGluingVer208122022,2022-12-12 03:19:43,datasets\connect-4\models\FEDOT_SABasedPopGluingVer208122022\54752ba8-df67-4e1a-946f-910dcd8fe811.json,datasets\connect-4\histories\FEDOT_SABasedPopGluingVer208122022\54752ba8-df67-4e1a-946f-910dcd8fe811.json,-0.789,-0.925,-0.816,0.465,-0.683,0.8715415224432945,15202.805490650237,classification,"(/n_isolation_forest_class_{'bootstrap': False, 'max_features': 0.7560101825794638, 'max_samples': 0.3691414071005251};)/n_mlp",14400,240,0
146,31,credit-g,FEDOT_SABasedPopGluingVer208122022,2022-12-09 16:17:57,datasets\credit-g\models\FEDOT_SABasedPopGluingVer208122022\6d2116d8-6e95-4bee-9f1a-ca41da4b9ace.json,datasets\credit-g\histories\FEDOT_SABasedPopGluingVer208122022\6d2116d8-6e95-4bee-9f1a-ca41da4b9ace.json,-0.81,-0.849,-0.81,0.458,-0.792,0.0524425394833087,8806.198989648372,classification,"(((/n_scaling;)/n_fast_ica_{'whiten': 'unit-variance', 'fun': 'logcosh', 'n_components': 12};;/n_normalization;)/n_scaling;)/n_rf_{'n_jobs': -1, 'bootstrap': True, 'criterion': 'gini', 'max_features': 0.17080965508657575, 'min_samples_leaf': 4, 'min_samples_split': 6}",14400,240,0
147,41163,dilbert,FEDOT_SABasedPopGluingVer208122022,2022-12-12 03:19:53,datasets\dilbert\models\FEDOT_SABasedPopGluingVer208122022\b657b40c-94a3-4c4a-aabc-fdddadbbdc47.json,datasets\dilbert\histories\FEDOT_SABasedPopGluingVer208122022\b657b40c-94a3-4c4a-aabc-fdddadbbdc47.json,-0.937,-0.996,-0.937,0.172,-0.937,1.389454662334174,14525.888598019725,classification,(/n_scaling;)/n_logit_{'C': 0.028210270947050413},14400,240,0
148,41164,fabert,FEDOT_SABasedPopGluingVer208122022,2022-12-12 03:19:46,datasets\fabert\models\FEDOT_SABasedPopGluingVer208122022\e044d856-3dfb-4006-9ac8-3bd3b867bea7.json,datasets\fabert\histories\FEDOT_SABasedPopGluingVer208122022\e044d856-3dfb-4006-9ac8-3bd3b867bea7.json,-0.71,-0.941,-0.72,0.756,-0.712,1.29284883197397,15719.87634683214,classification,"(/n_scaling;)/n_lgbm_{'num_leaves': 96, 'colsample_bytree': 0.8010675130083685, 'subsample': 0.9979018513988692, 'subsample_freq': 10, 'learning_rate': 0.040034080111616126, 'n_estimators': 100, 'reg_alpha': 0.0017613524330763327, 'reg_lambda': 4.3224029169303326e-07}",14400,240,0
149,4532,higgs,FEDOT_SABasedPopGluingVer208122022,2022-12-12 03:19:45,datasets\higgs\models\FEDOT_SABasedPopGluingVer208122022\ca772717-4292-4c16-81b7-78e6f956fe72.json,datasets\higgs\histories\FEDOT_SABasedPopGluingVer208122022\ca772717-4292-4c16-81b7-78e6f956fe72.json,-0.722,-0.804,-0.722,0.537,-0.721,0.7655064556747675,15762.10421668319,classification,"(/n_scaling;)/n_rf_{'n_jobs': -1, 'bootstrap': False, 'criterion': 'entropy', 'max_features': 0.2517935214414628, 'min_samples_leaf': 3, 'min_samples_split': 9}",14400,240,0
150,41168,jannis,FEDOT_SABasedPopGluingVer208122022,2022-12-12 03:19:44,datasets\jannis\models\FEDOT_SABasedPopGluingVer208122022\37bd21cf-c36b-4a7e-93e8-8a1479a9b7d7.json,datasets\jannis\histories\FEDOT_SABasedPopGluingVer208122022\37bd21cf-c36b-4a7e-93e8-8a1479a9b7d7.json,-0.718,-0.879,-0.723,0.677,-0.674,0.3340038233436644,14879.94063144084,classification,"(/n_scaling;)/n_lgbm_{'num_leaves': 129, 'colsample_bytree': 0.7011895540017714, 'subsample': 0.8866659474843407, 'subsample_freq': 10, 'learning_rate': 0.05733626988810187, 'n_estimators': 100, 'reg_alpha': 1.5319965715147966e-07, 'reg_lambda': 3.226925105824984}",14400,240,0
151,41143,jasmine,FEDOT_SABasedPopGluingVer208122022,2022-12-09 16:17:57,datasets\jasmine\models\FEDOT_SABasedPopGluingVer208122022\9f04b959-fdf1-404e-9d29-a639c88cf2ab.json,datasets\jasmine\histories\FEDOT_SABasedPopGluingVer208122022\9f04b959-fdf1-404e-9d29-a639c88cf2ab.json,-0.819,-0.882,-0.819,0.905,-0.833,0.2826892156153917,14818.17243002262,classification,"((((/n_knn_{'n_neighbors': 8, 'p': 1, 'weights': 'uniform'};)/n_rf_{'n_jobs': -1, 'bootstrap': False, 'criterion': 'gini', 'max_features': 0.8322793041000061, 'min_samples_leaf': 14, 'min_samples_split': 3};)/n_logit_{'C': 9.009593315127974};;(/n_poly_features_{'degree': 2, 'interaction_only': False};)/n_scaling;;/n_rf_{'n_jobs': -1, 'bootstrap': False, 'criterion': 'entropy', 'max_features': 0.18123531085908384, 'min_samples_leaf': 1, 'min_samples_split': 5};)/n_logit_{'C': 1.71706920365181};;((/n_isolation_forest_class_{'bootstrap': True, 'max_features': 0.3067704688912397, 'max_samples': 0.6257522843516501};)/n_knn_{'n_neighbors': 22, 'p': 2, 'weights': 'uniform'};;(/n_knn_{'n_neighbors': 24, 'p': 1, 'weights': 'uniform'};)/n_rf_{'n_jobs': -1, 'bootstrap': True, 'criterion': 'gini', 'max_features': 0.613965949608615, 'min_samples_leaf': 1, 'min_samples_split': 6};)/n_logit_{'C': 6.257497469308996};;((/n_isolation_forest_class_{'bootstrap': True, 'max_features': 0.3067704688912397, 'max_samples': 0.6257522843516501};;/n_normalization;)/n_rf_{'n_jobs': -1, 'bootstrap': True, 'criterion': 'gini', 'max_features': 0.37707031651202555, 'min_samples_leaf': 8, 'min_samples_split': 7};;(/n_lgbm_{'num_leaves': 69, 'colsample_bytree': 0.9460532225400631, 'subsample': 0.8527734451496988, 'subsample_freq': 10, 'learning_rate': 0.031661267932311936, 'n_estimators': 100, 'class_weight': 'balanced', 'reg_alpha': 0.01773039887300013, 'reg_lambda': 2.128734821792297e-06};)/n_scaling;)/n_logit_{'C': 3.377986545469764};)/n_logit_{'C': 7.405120887534842}",14400,240,0
152,41027,jungle_chess_2pcs_raw_endgame_complete,FEDOT_SABasedPopGluingVer208122022,2022-12-09 16:18:05,datasets\jungle_chess_2pcs_raw_endgame_complete\models\FEDOT_SABasedPopGluingVer208122022\31250735-d225-432e-8eb9-0070b313e237.json,datasets\jungle_chess_2pcs_raw_endgame_complete\histories\FEDOT_SABasedPopGluingVer208122022\31250735-d225-432e-8eb9-0070b313e237.json,-0.967,-0.998,-0.967,0.081,-0.952,0.0761821498163044,14767.927144529298,classification,"(/n_isolation_forest_class_{'bootstrap': True, 'max_features': 0.6569362376823523, 'max_samples': 0.22372072956873656};)/n_mlp",14400,240,0
153,1067,kc1,FEDOT_SABasedPopGluingVer208122022,2022-12-09 16:17:57,datasets\kc1\models\FEDOT_SABasedPopGluingVer208122022\a73dad8f-e48b-4108-aab7-d17802b703b0.json,datasets\kc1\histories\FEDOT_SABasedPopGluingVer208122022\a73dad8f-e48b-4108-aab7-d17802b703b0.json,-0.886,-0.871,-0.886,0.308,-0.812,0.05212361831218,14412.158461579122,classification,"((/n_fast_ica_{'whiten': 'unit-variance', 'fun': 'logcosh', 'n_components': 14};;/n_logit_{'C': 0.3609221668338675};)/n_scaling;;/n_qda;)/n_rf_{'n_jobs': -1, 'bootstrap': False, 'criterion': 'gini', 'max_features': 0.11188448839871065, 'min_samples_leaf': 1, 'min_samples_split': 3}",14400,240,0
154,12,mfeat-factors,FEDOT_SABasedPopGluingVer208122022,2022-12-09 16:18:03,datasets\mfeat-factors\models\FEDOT_SABasedPopGluingVer208122022\99f41537-d634-473e-ab42-d674a1df31eb.json,datasets\mfeat-factors\histories\FEDOT_SABasedPopGluingVer208122022\99f41537-d634-473e-ab42-d674a1df31eb.json,-0.975,-1.0,-0.975,0.085,-0.977,0.1372484979219734,15478.748070582747,classification,"((((/n_logit_{'C': 6.030968512384758};)/n_logit_{'C': 8.665813759994505};)/n_dt_{'max_depth': 3, 'min_samples_leaf': 20, 'min_samples_split': 14};;(/n_lgbm_{'num_leaves': 244, 'colsample_bytree': 0.9237028913468509, 'subsample': 0.41569617089790883, 'subsample_freq': 10, 'learning_rate': 0.07985614246041982, 'n_estimators': 100, 'class_weight': 'balanced', 'reg_alpha': 2.741921213818113e-08, 'reg_lambda': 1.2279021151971708e-05};;/n_resample_{'balance': 'reduce_majority', 'replace': True, 'balance_ratio': 0.6352366839032918};)/n_scaling;)/n_dt_{'max_depth': 8, 'min_samples_leaf': 14, 'min_samples_split': 11};;(/n_normalization;;/n_rf_{'n_jobs': -1, 'bootstrap': True, 'criterion': 'entropy', 'max_features': 0.2378109480345132, 'min_samples_leaf': 9, 'min_samples_split': 2};)/n_scaling;;(/n_rf_{'n_jobs': -1, 'bootstrap': True, 'criterion': 'entropy', 'max_features': 0.6569826537410379, 'min_samples_leaf': 3, 'min_samples_split': 5};)/n_dt_{'max_depth': 8, 'min_samples_leaf': 4, 'min_samples_split': 3};;/n_knn_{'n_neighbors': 30, 'p': 1, 'weights': 'distance'};)/n_logit_{'C': 1.045310862190357}",14400,240,0
155,41150,miniboone,FEDOT_SABasedPopGluingVer208122022,2022-12-12 03:19:41,datasets\miniboone\models\FEDOT_SABasedPopGluingVer208122022\5df61af4-2d53-4ca9-91e4-4b8e3105c79b.json,datasets\miniboone\histories\FEDOT_SABasedPopGluingVer208122022\5df61af4-2d53-4ca9-91e4-4b8e3105c79b.json,-0.935,-0.98,-0.935,0.17,-0.919,0.5605387538671494,19040.48820571974,classification,"(/n_scaling;)/n_rf_{'n_jobs': -1, 'bootstrap': False, 'criterion': 'entropy', 'max_features': 0.22012363033956378, 'min_samples_leaf': 11, 'min_samples_split': 5}",14400,240,0
156,23517,numerai28.6,FEDOT_SABasedPopGluingVer208122022,2022-12-12 03:19:42,datasets\numerai28.6\models\FEDOT_SABasedPopGluingVer208122022\9c10d5f2-5503-4939-8dbd-2ada9dd774c4.json,datasets\numerai28.6\histories\FEDOT_SABasedPopGluingVer208122022\9c10d5f2-5503-4939-8dbd-2ada9dd774c4.json,-0.52,-0.524,-0.52,0.692,-0.52,0.0969762122258544,7685.580600214191,classification,(/n_scaling;)/n_logit_{'C': 5.423980395731533},14400,240,0
157,36,segment,FEDOT_SABasedPopGluingVer208122022,2022-12-09 16:18:04,datasets\segment\models\FEDOT_SABasedPopGluingVer208122022\3c1f7463-5491-4a7f-ac80-34973366fdd3.json,datasets\segment\histories\FEDOT_SABasedPopGluingVer208122022\3c1f7463-5491-4a7f-ac80-34973366fdd3.json,-0.974,-0.998,-0.974,0.086,-0.975,0.059041665866971,14696.601189831272,classification,"(/n_knn_{'n_neighbors': 18, 'p': 2, 'weights': 'uniform'};;/n_knn_{'n_neighbors': 5, 'p': 2, 'weights': 'uniform'};;/n_lgbm_{'num_leaves': 122, 'colsample_bytree': 0.7469491798934927, 'subsample': 0.7719536989617526, 'subsample_freq': 10, 'learning_rate': 0.020205289081221694, 'n_estimators': 100, 'reg_alpha': 0.00011748166056827134, 'reg_lambda': 8.276957282221976e-07};;/n_logit_{'C': 0.8452636897228838};;/n_mlp;;/n_scaling;)/n_logit_{'C': 2.2984477666523158}",14400,240,0
158,40685,shuttle,FEDOT_SABasedPopGluingVer208122022,2022-12-12 03:19:43,datasets\shuttle\models\FEDOT_SABasedPopGluingVer208122022\e014a9b1-17ac-4d5a-9c58-1b22e1476c9a.json,datasets\shuttle\histories\FEDOT_SABasedPopGluingVer208122022\e014a9b1-17ac-4d5a-9c58-1b22e1476c9a.json,-1.0,-1.0,-1.0,0.001,-0.992,0.1055629197508096,23930.60876643937,classification,"(/n_normalization;;/n_poly_features;;/n_resample_{'balance': 'expand_minority', 'replace': False, 'balance_ratio': 1};;/n_scaling;)/n_rf_{'n_jobs': -1}",14400,240,0
159,41146,sylvine,FEDOT_SABasedPopGluingVer208122022,2022-12-09 16:17:58,datasets\sylvine\models\FEDOT_SABasedPopGluingVer208122022\13608077-5dd0-4557-a231-9b0a72ae7c84.json,datasets\sylvine\histories\FEDOT_SABasedPopGluingVer208122022\13608077-5dd0-4557-a231-9b0a72ae7c84.json,-0.932,-0.982,-0.932,0.225,-0.934,0.0304122539237141,14449.96495332662,classification,"(/n_scaling;)/n_rf_{'n_jobs': -1, 'bootstrap': False, 'criterion': 'entropy', 'max_features': 0.3053135519598329, 'min_samples_leaf': 2, 'min_samples_split': 8}",14400,240,0
160,41166,volkert,FEDOT_SABasedPopGluingVer208122022,2022-12-12 03:19:48,datasets\volkert\models\FEDOT_SABasedPopGluingVer208122022\4a25d481-c6a5-4cf5-8158-73b5458b9361.json,datasets\volkert\histories\FEDOT_SABasedPopGluingVer208122022\4a25d481-c6a5-4cf5-8158-73b5458b9361.json,-0.674,-0.935,-0.684,0.928,-0.722,0.7274541202932596,17322.933656132314,classification,"(/n_scaling;)/n_rf_{'n_jobs': -1, 'bootstrap': False, 'criterion': 'gini', 'max_features': 0.2953579381218001, 'min_samples_leaf': 4, 'min_samples_split': 4}",14400,240,0
161,40981,australian,FEDOT_SABasedAppearanceVer208122022,2022-12-09 16:18:13,datasets\australian\models\FEDOT_SABasedAppearanceVer208122022\d8748a35-f4a3-4763-a1a9-917b5e43db3b.json,datasets\australian\histories\FEDOT_SABasedAppearanceVer208122022\d8748a35-f4a3-4763-a1a9-917b5e43db3b.json,-0.855,-0.935,-0.855,0.34,-0.856,0.0164846978150308,14408.44943330204,classification,"((/n_poly_features_{'degree': 2, 'interaction_only': False};)/n_poly_features_{'degree': 3, 'interaction_only': True};)/n_lgbm_{'num_leaves': 93, 'colsample_bytree': 0.8285559035195958, 'subsample': 0.5617832863910182, 'subsample_freq': 10, 'learning_rate': 0.036654049136124356, 'n_estimators': 100, 'class_weight': 'balanced', 'reg_alpha': 1.471017882288836e-06, 'reg_lambda': 0.0007910372323417928}",14400,240,0
162,1591,connect-4,FEDOT_SABasedAppearanceVer208122022,2022-12-12 03:19:57,datasets\connect-4\models\FEDOT_SABasedAppearanceVer208122022\326e2edb-5b82-4672-bab5-c18618c75d07.json,datasets\connect-4\histories\FEDOT_SABasedAppearanceVer208122022\326e2edb-5b82-4672-bab5-c18618c75d07.json,-0.798,-0.928,-0.821,0.472,-0.721,0.970194918103516,14707.596093961038,classification,"(/n_scaling;)/n_rf_{'n_jobs': -1, 'bootstrap': False, 'criterion': 'entropy', 'max_features': 0.3068290762269229, 'min_samples_leaf': 1, 'min_samples_split': 8}",14400,240,0
163,31,credit-g,FEDOT_SABasedAppearanceVer208122022,2022-12-09 16:18:08,datasets\credit-g\models\FEDOT_SABasedAppearanceVer208122022\a53639d3-8d2c-4017-ab9d-edabcff91f53.json,datasets\credit-g\histories\FEDOT_SABasedAppearanceVer208122022\a53639d3-8d2c-4017-ab9d-edabcff91f53.json,-0.82,-0.866,-0.82,0.423,-0.791,0.0812200573273003,14436.849013300149,classification,"(((/n_fast_ica_{'whiten': 'unit-variance', 'fun': 'cube', 'n_components': 6};;/n_normalization;)/n_pca_{'svd_solver': 'full', 'n_components': 0.9327072219595749};;(/n_fast_ica_{'whiten': 'unit-variance', 'fun': 'cube', 'n_components': 6};;/n_normalization;;/n_poly_features_{'degree': 2, 'interaction_only': False};)/n_mlp;;/n_fast_ica_{'whiten': 'unit-variance', 'fun': 'cube', 'n_components': 6};)/n_normalization;)/n_rf_{'n_jobs': -1, 'bootstrap': False, 'criterion': 'entropy', 'max_features': 0.19909332728501952, 'min_samples_leaf': 1, 'min_samples_split': 8}",14400,240,0
164,41168,jannis,FEDOT_SABasedAppearanceVer208122022,2022-12-12 03:19:58,datasets\jannis\models\FEDOT_SABasedAppearanceVer208122022\aaedd31c-2ab6-4c6f-86e9-b4bf8627ab28.json,datasets\jannis\histories\FEDOT_SABasedAppearanceVer208122022\aaedd31c-2ab6-4c6f-86e9-b4bf8627ab28.json,-0.703,-0.869,-0.711,0.714,-0.529,0.4045105371624231,18706.889453509822,classification,"(/n_scaling;)/n_rf_{'n_jobs': -1, 'bootstrap': False, 'criterion': 'entropy', 'max_features': 0.34755530927970185, 'min_samples_leaf': 11, 'min_samples_split': 5}",14400,240,0
165,41143,jasmine,FEDOT_SABasedAppearanceVer208122022,2022-12-09 16:18:09,datasets\jasmine\models\FEDOT_SABasedAppearanceVer208122022\59a557ac-49a3-4475-afcd-49894f0c818f.json,datasets\jasmine\histories\FEDOT_SABasedAppearanceVer208122022\59a557ac-49a3-4475-afcd-49894f0c818f.json,-0.816,-0.877,-0.816,0.445,-0.829,0.0605501309037208,14441.834322975948,classification,"(((/n_scaling;)/n_rf_{'n_jobs': -1, 'bootstrap': False, 'criterion': 'gini', 'max_features': 0.07472587861031345, 'min_samples_leaf': 2, 'min_samples_split': 6};;/n_scaling;)/n_resample_{'balance': 'reduce_majority', 'replace': False, 'balance_ratio': 0.8794087095104035};)/n_logit_{'C': 0.5685109019890434}",14400,240,0
166,1067,kc1,FEDOT_SABasedAppearanceVer208122022,2022-12-09 16:18:10,datasets\kc1\models\FEDOT_SABasedAppearanceVer208122022\1189561e-fee2-4c5f-9787-57af3f574eee.json,datasets\kc1\histories\FEDOT_SABasedAppearanceVer208122022\1189561e-fee2-4c5f-9787-57af3f574eee.json,-0.877,-0.858,-0.877,0.304,-0.782,0.0883970223367214,14514.123353834264,classification,"(((/n_fast_ica_{'whiten': 'unit-variance', 'fun': 'logcosh', 'n_components': 18};)/n_scaling;;(/n_poly_features_{'degree': 5, 'interaction_only': False};)/n_scaling;;/n_fast_ica_{'whiten': 'unit-variance', 'fun': 'logcosh', 'n_components': 18};;/n_poly_features_{'degree': 5, 'interaction_only': False};;/n_resample_{'balance': 'expand_minority', 'replace': False, 'balance_ratio': 0.7320803026239928};)/n_logit_{'C': 1.2763473090596145};;(/n_fast_ica_{'whiten': 'unit-variance', 'fun': 'logcosh', 'n_components': 18};)/n_scaling;;/n_fast_ica_{'whiten': 'unit-variance', 'fun': 'logcosh', 'n_components': 18};)/n_rf_{'n_jobs': -1, 'bootstrap': False, 'criterion': 'entropy', 'max_features': 0.06863298577348342, 'min_samples_leaf': 2, 'min_samples_split': 4}",14400,240,0
167,41150,miniboone,FEDOT_SABasedAppearanceVer208122022,2022-12-12 03:19:54,datasets\miniboone\models\FEDOT_SABasedAppearanceVer208122022\6de42da3-9765-4175-8919-270c29b0d84c.json,datasets\miniboone\histories\FEDOT_SABasedAppearanceVer208122022\6de42da3-9765-4175-8919-270c29b0d84c.json,-0.938,-0.981,-0.938,0.172,-0.923,0.5405481001362205,20363.67243242031,classification,"(/n_scaling;)/n_rf_{'n_jobs': -1, 'bootstrap': False, 'criterion': 'entropy', 'max_features': 0.3792454190973694, 'min_samples_leaf': 3, 'min_samples_split': 9}",14400,240,0
168,23517,numerai28.6,FEDOT_SABasedAppearanceVer208122022,2022-12-12 03:19:54,datasets\numerai28.6\models\FEDOT_SABasedAppearanceVer208122022\a87dfc4e-3a69-40bc-b6ad-d1f1d8fb2afa.json,datasets\numerai28.6\histories\FEDOT_SABasedAppearanceVer208122022\a87dfc4e-3a69-40bc-b6ad-d1f1d8fb2afa.json,-0.52,-0.524,-0.52,0.692,-0.52,0.0891877678222954,7185.998500769958,classification,(/n_scaling;)/n_logit_{'C': 2.0035063879098427},14400,240,0
169,40685,shuttle,FEDOT_SABasedAppearanceVer208122022,2022-12-12 03:19:57,datasets\shuttle\models\FEDOT_SABasedAppearanceVer208122022\84603eb1-e77c-4336-a1fc-938196ed2db9.json,datasets\shuttle\histories\FEDOT_SABasedAppearanceVer208122022\84603eb1-e77c-4336-a1fc-938196ed2db9.json,-1.0,-1.0,-1.0,0.001,-0.992,0.155253027100116,24413.21768514905,classification,"(((((/n_normalization;)/n_logit_{'C': 5.0029488607009345};)/n_pca_{'svd_solver': 'full', 'n_components': 0.17932242610737775};;/n_normalization;;/n_poly_features_{'degree': 2, 'interaction_only': True};)/n_scaling;)/n_rf_{'n_jobs': -1, 'bootstrap': True, 'criterion': 'entropy', 'max_features': 0.49274173668864474, 'min_samples_leaf': 13, 'min_samples_split': 4};)/n_rf_{'n_jobs': -1, 'bootstrap': False, 'criterion': 'entropy', 'max_features': 0.47850855171567136, 'min_samples_leaf': 7, 'min_samples_split': 4}",14400,240,0
170,41146,sylvine,FEDOT_SABasedAppearanceVer208122022,2022-12-09 16:18:12,datasets\sylvine\models\FEDOT_SABasedAppearanceVer208122022\d43eb0f8-f38c-45c0-9d88-dfd4642f7b0c.json,datasets\sylvine\histories\FEDOT_SABasedAppearanceVer208122022\d43eb0f8-f38c-45c0-9d88-dfd4642f7b0c.json,-0.932,-0.982,-0.932,0.225,-0.934,0.0287724523805081,14429.776308428962,classification,"(/n_scaling;)/n_rf_{'n_jobs': -1, 'bootstrap': False, 'criterion': 'entropy', 'max_features': 0.3188520658991867, 'min_samples_leaf': 2, 'min_samples_split': 8}",14400,240,0
171,179,adult,FEDOT_SAPopBasedOptimizerVer217012023,2023-01-20 05:55:17,datasets\adult\models\FEDOT_SAPopBasedOptimizerVer217012023\69199ad9-95cd-4734-84d1-ec6c79821adb.json,datasets\adult\histories\FEDOT_SAPopBasedOptimizerVer217012023\69199ad9-95cd-4734-84d1-ec6c79821adb.json,-0.863,-0.919,-0.863,0.296,-0.833,0.2841546209529042,14461.540990710258,classification,"(/n_scaling;)/n_rf_{'n_jobs': -1, 'bootstrap': False, 'criterion': 'entropy', 'max_features': 0.18021505537558777, 'min_samples_leaf': 6, 'min_samples_split': 3}",14400,240,0
172,1169,airlines,FEDOT_SAPopBasedOptimizerVer217012023,2023-01-20 05:56:02,datasets\airlines\models\FEDOT_SAPopBasedOptimizerVer217012023\a7e2f9a6-09d0-4ee2-983f-dacc1fc37897.json,datasets\airlines\histories\FEDOT_SAPopBasedOptimizerVer217012023\a7e2f9a6-09d0-4ee2-983f-dacc1fc37897.json,-0.673,-0.727,-0.673,0.603,-0.67,2.4285275535658,16612.900881890208,classification,"/n_rf_{'n_jobs': -1, 'bootstrap': True, 'criterion': 'gini', 'max_features': 0.4541948241099459, 'min_samples_leaf': 14, 'min_samples_split': 5}",14400,240,0
173,41147,albert,FEDOT_SAPopBasedOptimizerVer217012023,2023-01-20 10:44:06,datasets\albert\models\FEDOT_SAPopBasedOptimizerVer217012023\ebc5edb2-9501-4051-ad0a-303fc35b5900.json,datasets\albert\histories\FEDOT_SAPopBasedOptimizerVer217012023\ebc5edb2-9501-4051-ad0a-303fc35b5900.json,-0.668,-0.73,-0.668,0.613,-0.668,9.61467962153256,16590.769436480477,classification,"(/n_scaling;)/n_rf_{'n_jobs': -1, 'criterion': 'entropy', 'max_features': 0.1264213888657256, 'min_samples_split': 6, 'min_samples_leaf': 14, 'bootstrap': True}",14400,240,0
174,4135,amazon_employee_access,FEDOT_SAPopBasedOptimizerVer217012023,2023-01-20 05:55:05,datasets\amazon_employee_access\models\FEDOT_SAPopBasedOptimizerVer217012023\36ec3eac-c4dd-4921-8781-5198e2d0b6da.json,datasets\amazon_employee_access\histories\FEDOT_SAPopBasedOptimizerVer217012023\36ec3eac-c4dd-4921-8781-5198e2d0b6da.json,-0.939,-0.879,-0.939,0.752,-0.726,0.0911076664924621,14461.505225535482,classification,"(/n_rf_{'n_jobs': -1, 'bootstrap': True, 'criterion': 'entropy', 'max_features': 0.6598950847002583, 'min_samples_leaf': 1, 'min_samples_split': 6};)/n_qda",14400,240,0
