task_id,pipeline_id,y
M4_Q22943,489,-10312.413435678047
M4_Q22943,23,-7322.223419504229
M4_Q22943,3185,-5742.550352242616
M4_Q22943,3186,-5742.55034675364
M4_Q22943,3187,-8290.968337820661
M4_Q22943,1361,-6757.230285970244
M4_Q22943,67,-5277.657960070128
M4_Q22943,68,-8519.43315335086
M4_Q22943,2217,-7681.212723580164
M4_Q22943,1815,-9461.65927457362
M4_Q22943,803,-9529.57513920479
M4_Q22943,3188,-8020.86070632775
M4_Q22943,112,-9498.879304423233
M4_Q22943,718,-9142.496796543832
M4_Q22943,719,-9046.130454921888
M4_Q22943,30,-9984.864743179272
M4_Q22943,31,-11278.83195474817
M4_Q22943,263,-7987.172024560367
M4_Q22943,2119,-11187.920750140365
M4_Q22943,1,-10465.561350421382
M4_Q22943,1298,-10465.562350595199
M4_Q22943,645,-10465.562148997547
M4_Q22943,3,-11210.232421419061
M4_Q22943,24,-11987.144074007672
M4_Q22943,4,-11220.451878678425
M4_Q22943,5,-12641.500607379967
M4_Q22943,41,-10475.655694334842
M4_Q22943,388,-11946.120049118115
M4_Q22943,8,-11031.935016967145
M4_Q22943,349,-9717.270148780211
M4_Q22943,950,-11326.585975360245
M4_Q22943,580,-11818.459116466409
M4_Q22943,217,-12230.924012907972
M4_Q22943,11,-10189.194298590672
M4_Q22943,26,-10498.152155090916
M4_Q22943,13,-14370.027526187441
M4_Q22943,14,-11150.965263177752
M4_Q22943,15,-62979.09679659778
M4_Q22943,17,-11300.156716911008
M4_Q22943,18,-11300.156985826841
M4_Q22943,404,-10505.513436575888
M4_Q22943,187,-10546.401260501882
M4_Q22943,19,-10546.401426986406
M4_Q22943,71,-10546.40146816955
M4_Q22943,21,-10864.197750559051
M4_Q22943,1157,-8078.876580606149
M4_Q22943,22,-10546.401468478804
M4_Q22943,1089,-10731.64370282322
M4_Q22943,2224,-10620.426875594554
M4_Q22943,120,-11326.585975360245
M4_Q22943,415,-10762.464339825654
M4_Q22943,2991,-10302.0032618665
M4_Q22943,868,-9594.22412355604
M4_Q22943,37,-10490.464815392785
M4_Q22943,2997,-10686.445774561924
M4_Q22943,355,-9288.103166702538
M4_Q22943,543,-10301.92335112611
M4_Q22943,887,-10850.387602045512
M4_Q23100,1579,-1122.371403599205
M4_Q23100,3189,-1073.7176645486936
M4_Q23100,66,-1117.0883814533336
M4_Q23100,1976,-1109.6277773653326
M4_Q23100,407,-1146.4442779039348
M4_Q23100,169,-1065.9070656469337
M4_Q23100,31,-2122.931659172671
M4_Q23100,4,-1362.2644664752643
M4_Q23100,52,-1342.8563926251775
M4_Q23100,41,-1106.4507697484278
M4_Q23100,35,-1332.9505474902182
M4_Q23100,3190,-1154.050040216058
M4_Q23100,8,-1132.1638411716394
M4_Q23100,114,-1165.129674447924
M4_Q23100,76,-3530.2308426363256
M4_Q23100,39,-3183.0795967824306
M4_Q23100,3191,-1483.2451148083135
M4_Q23100,14,-3530.9759262536923
M4_Q23100,15,-3353.2752323416134
M4_Q23100,18,-1132.163711442152
M4_Q23100,19,-1067.4654392862988
M4_Q23100,71,-1067.46558055339
M4_Q23100,21,-1129.3462906730572
M4_Q23100,78,-1146.444279077508
M4_Q23100,1892,-1150.3301916317826
M4_Q23100,22,-1067.4655832093424
M4_Q23100,3192,-1288.1538344455712
M4_Q23100,118,-1454.362024410593
M4_Q23100,46,-1454.4041892829428
M4_Q23100,99,-1180.8796725990217
M4_Q23137,489,-186.54872013303063
M4_Q23137,23,-171.3318759651119
M4_Q23137,3193,-130.68604839555246
M4_Q23137,55,-246.95051810930056
M4_Q23137,30,-455.6105098740961
M4_Q23137,80,-229.9193163042979
M4_Q23137,31,-269.37959923532975
M4_Q23137,3,-221.03867082032627
M4_Q23137,4,-253.51373172893332
M4_Q23137,44,-519.4585499823554
M4_Q23137,7,-229.78370973085723
M4_Q23137,8,-126.51645199752409
M4_Q23137,108,-273.6222522563151
M4_Q23137,3194,-124.36313597609455
M4_Q23137,69,-364.079551302869
M4_Q23137,11,-422.1039696421514
M4_Q23137,14,-265.6204278208189
M4_Q23137,17,-187.2126802359446
M4_Q23137,18,-126.52261924427722
M4_Q23137,3195,-126.51643391964711
M4_Q23137,21,-118.79231110709627
M4_Q23137,3196,-124.79526336431853
M4_Q23137,3197,-125.2725358037306
M4_Q23137,3198,-120.18812515012614
M4_Q23137,3199,-120.2552478441841
M4_Q23137,3200,-132.9347609142035
M4_Q23137,2097,-126.52261777487377
M4_Q23137,2390,-126.52261767984498
M4_Q23137,3201,-146.88183199880277
M4_Q23137,302,-120.47919370435527
M4_Q23137,3202,-147.01976494661074
M4_Q23137,478,-120.2552478441841
M4_Q23137,3203,-125.46334313702346
M4_Q23137,3204,-117.04315658748044
M4_Q23137,3205,-124.79526336431853
M4_Q23137,3206,-125.27253580373058
M4_Q23137,3207,-125.26906400653361
M4_Q23137,3208,-125.7182873868854
M4_Q23137,22,-232.87847306076716
M4_Q23137,46,-194.5708115516868
M4_Q23294,619,-129.46555293782924
M4_Q23294,3209,-129.79270409431123
M4_Q23294,3210,-126.07486019727008
M4_Q23294,3211,-133.0011263550787
M4_Q23294,3212,-128.7063877511379
M4_Q23294,33,-129.48512958388335
M4_Q23294,3213,-127.92762309404795
M4_Q23294,1410,-136.76520619505223
M4_Q23294,3214,-135.70477702398537
M4_Q23294,3215,-120.58813555765025
M4_Q23294,3216,-137.71240024310617
M4_Q23294,247,-120.01508409298786
M4_Q23294,326,-122.85843264176876
M4_Q23294,826,-109.44964349889968
M4_Q23294,1367,-118.61052870639759
M4_Q23294,3217,-109.60882066083109
M4_Q23294,3218,-123.5467926995005
M4_Q23294,3219,-130.57611026263768
M4_Q23294,1740,-129.49600136858476
M4_Q23294,148,-113.22453120314181
M4_Q23294,2136,-99.26162109847091
M4_Q23294,908,-128.71504238191804
M4_Q23294,31,-587.0780558766774
M4_Q23294,74,-569.4631939989865
M4_Q23294,4,-452.51470215106065
M4_Q23294,52,-113.78435457099927
M4_Q23294,44,-184.75556285614812
M4_Q23294,8,-469.421890371417
M4_Q23294,3150,-128.19140763316477
M4_Q23294,3220,-136.14915084200854
M4_Q23294,1720,-133.57048564393347
M4_Q23294,3221,-123.30011372156152
M4_Q23294,3125,-300.8898628074243
M4_Q23294,3222,-104.60643315975358
M4_Q23294,3223,-104.6577093967198
M4_Q23294,3224,-132.74326242187496
M4_Q23294,3225,-115.23172782633634
M4_Q23294,3226,-170.4046710465093
M4_Q23294,3227,-134.85779177426494
M4_Q23294,56,-185.0803495019645
M4_Q23294,3228,-212.88882414657235
M4_Q23294,411,-126.20629054299896
M4_Q23294,3229,-239.6250690612707
M4_Q23294,11,-564.3884135386254
M4_Q23294,12,-708.5024297157314
M4_Q23294,240,-574.9277782881544
M4_Q23294,26,-502.5105314609582
M4_Q23294,13,-573.149103166068
M4_Q23294,14,-475.0109981684689
M4_Q23294,32,-116.6565893477518
M4_Q23294,3230,-129.54523252034397
M4_Q23294,1741,-174.1803153769755
M4_Q23294,37,-277.53484242976225
M4_Q23294,355,-277.4755711214999
M4_Q23308,122,-897.6163210783449
M4_Q23308,3231,-854.963080327933
M4_Q23308,0,-908.173978630246
M4_Q23308,3232,-287.42243914115954
M4_Q23308,1194,-469.3618475841185
M4_Q23308,485,-482.10084586271364
M4_Q23308,487,-469.3915997898906
M4_Q23308,23,-518.2381163928042
M4_Q23308,67,-534.9278835895304
M4_Q23308,3233,-258.74711177780785
M4_Q23308,40,-897.6163210783449
M4_Q23308,304,-908.1837295715246
M4_Q23308,1446,-851.0383651974145
M4_Q23308,55,-567.3432323818777
M4_Q23308,3234,-465.637446010687
M4_Q23308,31,-465.73968313128483
M4_Q23308,74,-509.2820469551616
M4_Q23308,51,-509.9113994266164
M4_Q23308,3235,-278.9331629477924
M4_Q23308,264,-576.1633208883061
M4_Q23308,2,-285.3418319113087
M4_Q23308,3236,-284.6707526117659
M4_Q23308,3237,-330.9426648668927
M4_Q23308,24,-465.51765772741714
M4_Q23308,4,-332.1120378943104
M4_Q23308,369,-603.7514727583274
M4_Q23308,3238,-434.300619103042
M4_Q23308,547,-431.77603281076307
M4_Q23308,3239,-311.88527332877595
M4_Q23308,119,-7.729262726679342e+16
M4_Q23308,41,-1020.3206465984113
M4_Q23308,3240,-286.6652178148528
M4_Q23308,203,-287.6111919859026
M4_Q23308,7,-1051.3388754241785
M4_Q23308,8,-908.184689457988
M4_Q23308,758,-462.48946002786096
M4_Q23308,3241,-382.1247566469041
M4_Q23308,3242,-389.7163871045241
M4_Q23308,1339,-793.2250057286014
M4_Q23308,1756,-831.8973243206366
M4_Q23308,12,-423.41468047983216
M4_Q23308,337,-493.25573832243714
M4_Q23308,14,-1196.4463877072692
M4_Q23308,436,-475.45422845288306
M4_Q23308,3243,-583.1930192889357
M4_Q23308,3244,-487.10573995758534
M4_Q23308,271,-188.15559683375062
M4_Q23308,15,-494.48159893395473
M4_Q23308,105,-485.9238923726264
M4_Q23308,106,-246.03516884932168
M4_Q23308,3245,-285.81549829559145
M4_Q23308,3246,-362.78503997137005
M4_Q23308,3247,-607.8989703531485
M4_Q23308,500,-287.51025122378854
M4_Q23308,18,-908.173978630246
M4_Q23308,1258,-602.2983005595322
M4_Q23308,3248,-666.1250386867753
M4_Q23308,19,-862.3865971530093
M4_Q23308,71,-862.3887398883136
M4_Q23308,2339,-580.3330804751591
M4_Q23308,243,-700.4104950591291
M4_Q23308,22,-862.4115470353759
M4_Q23308,153,-465.25266481106746
M4_Q23308,210,-397.0074931336224
M4_Q23308,99,-617.5414928677036
M4_Q23308,212,-620.2091131303888
M4_Q23502,40,-411.99223346764137
M4_Q23502,304,-391.32557034296474
M4_Q23502,908,-1169.977593217144
M4_Q23502,1324,-406.4165577245003
M4_Q23502,1435,-404.0808559741158
M4_Q23502,3,-438.6753002470795
M4_Q23502,4,-418.53614125226613
M4_Q23502,45,-413.50776023934304
M4_Q23502,7,-369.47359834665275
M4_Q23502,8,-340.2076252574459
M4_Q23502,61,-317.7177870070764
M4_Q23502,108,-404.1978408951682
M4_Q23502,38,-656.2491368668399
M4_Q23502,410,-413.5078146426218
M4_Q23502,11,-761.2085028812247
M4_Q23502,26,-761.2084514905595
M4_Q23502,14,-505.9424630144686
M4_Q23502,15,-690.7258503239256
M4_Q23502,414,-391.3271982381146
M4_Q23502,17,-340.2072607605566
M4_Q23502,18,-340.2074096821139
M4_Q23502,2892,-413.5078154756274
M4_Q23502,245,-365.7231752793852
M4_Q23502,302,-364.09706093318147
M4_Q23502,166,-391.325521224061
M4_Q23502,360,-413.50777782851173
M4_Q23502,22,-416.3462380396871
M4_Q23502,344,-1.9483607853615216e+17
M4_Q23502,37,-4317.355621549193
M4_Q23549,213,-100.38930674448572
M4_Q23549,872,-331.2259969329803
M4_Q23549,31,-232.17057774376144
M4_Q23549,3,-330.5006050999029
M4_Q23549,24,-328.37076934589777
M4_Q23549,4,-321.96687159230237
M4_Q23549,5,-245.9914653705173
M4_Q23549,203,-159.93468594285983
M4_Q23549,8,-231.64438061735837
M4_Q23549,667,-162.9865942448014
M4_Q23549,9,-246.4169589413052
M4_Q23549,53,-242.70417019019715
M4_Q23549,237,-168.78693101210035
M4_Q23549,38,-241.14141879366136
M4_Q23549,688,-162.9865942448014
M4_Q23549,3249,-162.98668510604662
M4_Q23549,12,-292.8420961156305
M4_Q23549,26,-360.51861804827195
M4_Q23549,14,-233.87464805502205
M4_Q23549,995,-172.97006058939454
M4_Q23549,3250,-162.96836036457583
M4_Q23549,1201,-109.14287829166649
M4_Q23549,18,-231.6831258775819
M4_Q23549,3251,-162.98673219105146
M4_Q23549,3252,-162.9856473637268
M4_Q23549,19,-233.31666148758146
M4_Q23549,71,-233.3268991183535
M4_Q23549,3253,-141.79006583756401
M4_Q23549,78,-172.7651294638553
M4_Q23549,207,-200.5090625784854
M4_Q23549,22,-203.82263315055903
M4_Q23694,133,-73.87565640490607
M4_Q23694,1295,-73.96688599324133
M4_Q23694,169,-225.4852016901097
M4_Q23694,1296,-73.96688599324133
M4_Q23694,3254,-87.67766359849522
M4_Q23694,1870,-87.6728231361058
M4_Q23694,3255,-87.67280748727389
M4_Q23694,927,-223.58066988721092
M4_Q23694,31,-108.48665114198201
M4_Q23694,874,-223.22302491588582
M4_Q23694,198,-111.07343110757084
M4_Q23694,3256,-84.12213449909707
M4_Q23694,3257,-87.67280787004462
M4_Q23694,1,-87.67280004014083
M4_Q23694,3258,-198.92428997304677
M4_Q23694,261,-198.92424838401587
M4_Q23694,3259,-87.67280256279832
M4_Q23694,3260,-87.67280268661507
M4_Q23694,3261,-87.67280256279832
M4_Q23694,3262,-87.67280787004455
M4_Q23694,3021,-87.67280787004405
M4_Q23694,3,-226.13612177345448
M4_Q23694,4,-231.45779924698715
M4_Q23694,3263,-87.6728025029402
M4_Q23694,3264,-87.67280285579396
M4_Q23694,3265,-87.67280878590847
M4_Q23694,3266,-87.67280787004424
M4_Q23694,3267,-87.67280248599302
M4_Q23694,2528,-198.92428996416533
M4_Q23694,3268,-232.36431750724716
M4_Q23694,1883,-87.6728231361058
M4_Q23694,52,-1119.9107107265293
M4_Q23694,41,-1116.4732419543247
M4_Q23694,2532,-235.78057507224037
M4_Q23694,8,-218.47739141531613
M4_Q23694,75,-3.067568365246175e+17
M4_Q23694,1055,-87.6728004515052
M4_Q23694,3269,-187.27258542731013
M4_Q23694,53,-258.1548067062145
M4_Q23694,3270,-87.67282313610534
M4_Q23694,26,-254.1929153561949
M4_Q23694,14,-227.5929636624535
M4_Q23694,106,-198.27010122481798
M4_Q23694,3271,-87.67280787004455
M4_Q23694,3272,-87.67280787004455
M4_Q23694,1552,-87.67280787004455
M4_Q23694,3273,-87.67280787004455
M4_Q23694,3274,-87.67280787004455
M4_Q23694,3096,-224.01267014711203
M4_Q23694,18,-267.5369040048186
M4_Q23694,300,-242.53276392372035
M4_Q23694,3275,-212.04507793877028
M4_Q23694,1157,-73.81677183406323
M4_Q23694,144,-285.4416556628796
M4_Q23694,22,-225.09683429887173
M4_Q23694,355,-2243.145122140664
M4_Q23760,121,-164.90597623766362
M4_Q23760,133,-454.880093363576
M4_Q23760,213,-158.63882952110404
M4_Q23760,3276,-451.25866356677466
M4_Q23760,544,-478.4547125221499
M4_Q23760,897,-565.5817220024961
M4_Q23760,123,-454.3596044092615
M4_Q23760,293,-359.2871196787599
M4_Q23760,942,-181.52486260743186
M4_Q23760,2352,-484.8490014312128
M4_Q23760,147,-497.5742989082468
M4_Q23760,3277,-412.07419293161155
M4_Q23760,167,-489.5503562002009
M4_Q23760,0,-478.85962127328935
M4_Q23760,3278,-515.379638265419
M4_Q23760,126,-399.368065473184
M4_Q23760,3279,-520.5999841132543
M4_Q23760,869,-510.5374992492356
M4_Q23760,3280,-518.22976841557
M4_Q23760,252,-431.55253979315756
M4_Q23760,828,-421.4846293573778
M4_Q23760,634,-388.038845804054
M4_Q23760,50,-279.36038210930775
M4_Q23760,489,-464.1082791686155
M4_Q23760,23,-387.67574082507434
M4_Q23760,1415,-362.752058638491
M4_Q23760,635,-417.8614103848186
M4_Q23760,3281,-508.117859217806
M4_Q23760,974,-510.53753991976987
M4_Q23760,854,-520.6000329707259
M4_Q23760,1102,-518.2297667150425
M4_Q23760,1009,-986.3644965972162
M4_Q23760,31,-826.2695014948207
M4_Q23760,59,-724.4017598385952
M4_Q23760,24,-835.6011589391833
M4_Q23760,4,-696.8521107878431
M4_Q23760,5,-928.234585115625
M4_Q23760,41,-601.5242780805123
M4_Q23760,1175,-601.5197789083933
M4_Q23760,1124,-516.8728234297693
M4_Q23760,2663,-448.68193268195563
M4_Q23760,8,-790.1720768537026
M4_Q23760,1444,-566.9541214786788
M4_Q23760,349,-589.7646912424325
M4_Q23760,3282,-518.2297667150425
M4_Q23760,11,-2459.2790956076897
M4_Q23760,240,-2460.1800543876893
M4_Q23760,13,-2649.303160799892
M4_Q23760,14,-1212.9599763624196
M4_Q23760,15,-1465.0489725509112
M4_Q23760,253,-722.3484070293771
M4_Q23760,18,-804.0571366670802
M4_Q23760,1737,-482.3952721002588
M4_Q23833,649,-328.5614510182539
M4_Q23833,3283,-262.05753362173004
M4_Q23833,525,-256.46717819742304
M4_Q23833,505,-308.76932120892576
M4_Q23833,506,-258.0955765166505
M4_Q23833,147,-227.32955497609848
M4_Q23833,902,-250.89206189208065
M4_Q23833,0,-260.7082765080069
M4_Q23833,3284,-340.71702128643375
M4_Q23833,239,-290.63427003093557
M4_Q23833,23,-320.2730310928125
M4_Q23833,3285,-369.2217034749131
M4_Q23833,1098,-317.1639610925093
M4_Q23833,24,-566.449392197385
M4_Q23833,4,-549.0154951449201
M4_Q23833,5,-530.8409131548482
M4_Q23833,60,-530.7346785698181
M4_Q23833,52,-324.61654305495534
M4_Q23833,1124,-250.88963613407546
M4_Q23833,8,-274.4493835221253
M4_Q23833,2026,-352.6493952811456
M4_Q23833,573,-388.5400459712864
M4_Q23833,9,-327.06500076166225
M4_Q23833,43,-391.2569263034815
M4_Q23833,3286,-355.0827637915172
M4_Q23833,26,-1006.7608171790818
M4_Q23833,14,-1122.7926593515854
M4_Q23833,27,-5.387653511164575e+16
M4_Q23833,3287,-350.8627294688055
M4_Q23833,3288,-290.63250676307234
M4_Q23833,18,-389.3093414851169
M4_Q23833,19,-353.61469807320765
M4_Q23833,32,-379.76652557438484
M4_Q23833,22,-353.6154463569631
M4_Q2416,0,-4810.759240419491
M4_Q2416,31,-4634.770887428252
M4_Q2416,3,-4634.771611934549
M4_Q2416,59,-4634.7733337088575
M4_Q2416,24,-3826.5248350906054
M4_Q2416,4,-3359.945015221503
M4_Q2416,86,-3389.917897769383
M4_Q2416,5,-3328.9050668368523
M4_Q2416,464,-3389.917944350824
M4_Q2416,87,-3389.9179517510092
M4_Q2416,60,-3389.917908466758
M4_Q2416,8,-3420.2267772876635
M4_Q2416,330,-3896.8711765826642
M4_Q2416,63,-4984.961699051699
M4_Q2416,26,-4851.283269301501
M4_Q2416,14,-4947.8492027231405
M4_Q2416,15,-4574.466915446844
M4_Q2416,16,-1.1431894507579142e+18
M4_Q2416,1448,-3624.362050484057
M4_Q2416,414,-3558.923438275129
M4_Q2416,17,-3558.9234400330297
M4_Q2416,532,-3558.9779203916696
M4_Q2416,18,-3558.923436765681
M4_Q2416,3289,-3389.9172569800544
M4_Q2416,3290,-3389.917669507036
M4_Q2416,141,-3625.455336598694
M4_Q2416,1715,-3513.9255980612456
M4_Q2416,19,-3582.6058017956307
M4_Q2416,71,-3582.605802671762
M4_Q2416,144,-3625.9752674973406
M4_Q2416,3291,-3389.9179360152725
M4_Q2416,22,-3533.68754045405
M4_Q2416,310,-3612.2513075190327
M4_Q2416,3292,-3605.707845201438
M4_Q2416,3293,-3612.2340218369386
M4_Q2416,131,-4294.546878984075
M4_Q2416,46,-4187.960367452452
M4_Q2416,316,-3612.236297154633
M4_Q2416,99,-3885.0523311128513
M4_Q2416,319,-3885.053700376599
M4_Q2433,33,-2065.09625881888
M4_Q2433,246,-2046.4758373844572
M4_Q2433,1001,-1873.744192736378
M4_Q2433,47,-1922.5570270943701
M4_Q2433,1571,-3211.394981835114
M4_Q2433,31,-2635.225348593886
M4_Q2433,24,-2635.225352124496
M4_Q2433,4,-2324.426249720511
M4_Q2433,5,-2366.8999240337375
M4_Q2433,52,-1921.8031807472398
M4_Q2433,8,-2029.6534274204757
M4_Q2433,53,-2255.522850789967
M4_Q2433,160,-2374.220891714183
M4_Q2433,3111,-2366.1862324472927
M4_Q2433,38,-2351.0200649418343
M4_Q2433,626,-2182.623935038872
M4_Q2433,3294,-2336.9515179024243
M4_Q2433,26,-5586.294538233439
M4_Q2433,13,-5586.340576702496
M4_Q2433,14,-3350.6430872169535
M4_Q2433,417,-5415.976450539789
M4_Q2433,15,-5415.97645053999
M4_Q2433,1046,-2065.0962655388503
M4_Q2433,2516,-2046.475844476062
M4_Q2433,3295,-2165.1660630036636
M4_Q2433,17,-2100.8759889277517
M4_Q2433,18,-2100.8759785265224
M4_Q2433,404,-2351.0200647667466
M4_Q2433,245,-2100.8759847371925
M4_Q2433,19,-2018.6728348367687
M4_Q2433,22,-2018.6728228291295
M4_Q2433,1848,-2451.9525793556404
M4_Q2433,2993,-2605.6535205656714
M4_Q2433,46,-2637.753242897697
M4_Q2443,3296,-4168.612224850806
M4_Q2443,123,-2579.8887784491203
M4_Q2443,293,-2461.635603469038
M4_Q2443,3297,-2652.7140989326595
M4_Q2443,125,-2640.387769694966
M4_Q2443,0,-2640.387766834832
M4_Q2443,100,-2680.876070925982
M4_Q2443,1990,-2852.9107396217064
M4_Q2443,390,-2848.195982144504
M4_Q2443,30,-4253.272855008486
M4_Q2443,31,-2852.9063647894295
M4_Q2443,263,-2796.7463432743684
M4_Q2443,264,-2795.539464371381
M4_Q2443,3,-2852.906786031501
M4_Q2443,24,-2852.907105579865
M4_Q2443,4,-2744.1558211200772
M4_Q2443,2120,-2878.824301764657
M4_Q2443,5,-2727.426651371466
M4_Q2443,87,-2878.825109115185
M4_Q2443,6,-2796.709845878247
M4_Q2443,3298,-2430.1811325217473
M4_Q2443,45,-2703.7142408096393
M4_Q2443,388,-2852.906999916873
M4_Q2443,8,-2544.834178081062
M4_Q2443,1694,-2703.7142426788982
M4_Q2443,330,-2703.7142019694124
M4_Q2443,3299,-2657.315875931978
M4_Q2443,108,-2703.7142019692988
M4_Q2443,9,-3072.7969691794897
M4_Q2443,11,-3354.9322180668873
M4_Q2443,240,-3378.8091161075445
M4_Q2443,14,-3272.241296899498
M4_Q2443,17,-2703.7142426788473
M4_Q2443,18,-2703.7142019706753
M4_Q2443,3300,-2773.5586586769823
M4_Q2443,549,-2744.155819882603
M4_Q2443,3301,-2677.6770780756783
M4_Q2443,20,-2544.8341026450707
M4_Q2443,21,-2543.2809731472503
M4_Q2443,22,-2714.74583508899
M4_Q2445,123,-287.7241674677952
M4_Q2445,0,-257.3316849768191
M4_Q2445,3302,-373.41080254600865
M4_Q2445,3303,-424.81724135036785
M4_Q2445,3304,-450.1001563223506
M4_Q2445,31,-249.06249101496428
M4_Q2445,733,-272.6481621436638
M4_Q2445,1470,-249.06211843276205
M4_Q2445,263,-249.06333660311785
M4_Q2445,1337,-249.06217570005728
M4_Q2445,74,-249.06331477124886
M4_Q2445,82,-281.4807905098371
M4_Q2445,3305,-424.8172421250801
M4_Q2445,1,-424.817242899793
M4_Q2445,3,-302.9893721756335
M4_Q2445,24,-263.91497538148013
M4_Q2445,4,-263.92022193079333
M4_Q2445,377,-329.93748983614665
M4_Q2445,85,-271.63052493100025
M4_Q2445,5,-281.4807158727851
M4_Q2445,87,-281.4805659996095
M4_Q2445,6,-295.5945709724352
M4_Q2445,60,-281.47967046857565
M4_Q2445,3306,-249.3022310235158
M4_Q2445,35,-320.7579721816485
M4_Q2445,3307,-320.79318150181433
M4_Q2445,3308,-301.36708134233595
M4_Q2445,2115,-301.55895323265435
M4_Q2445,8,-320.788288580184
M4_Q2445,283,-320.7931814885198
M4_Q2445,284,-320.79313418406895
M4_Q2445,53,-320.72125516205745
M4_Q2445,11,-677.0291356170609
M4_Q2445,63,-505.0310558144177
M4_Q2445,26,-677.0294240620716
M4_Q2445,13,-677.1324833458931
M4_Q2445,14,-504.6613300390259
M4_Q2445,579,-323.2701546557398
M4_Q2445,1458,-301.83717957133166
M4_Q2445,3309,-320.7932140544481
M4_Q2445,3310,-301.55920472353745
M4_Q2445,3311,-302.9901912929263
M4_Q2445,18,-320.7907349393318
M4_Q2445,256,-320.7932078472182
M4_Q2445,3312,-280.1138639995651
M4_Q2445,3313,-301.8371795713469
M4_Q2445,358,-300.53046024421684
M4_Q2445,3314,-280.1138647243295
M4_Q2445,3315,-327.941922980587
M4_Q2445,144,-327.9419602151576
M4_Q2445,22,-327.9359196205965
M4_Q2445,310,-485.5970995302025
M4_Q2445,46,-386.6714499765032
M4_Q2445,212,-473.79457219404077
M4_Q2780,31,-2556.546291129508
M4_Q2780,3,-2556.54669390209
M4_Q2780,24,-2556.546139181333
M4_Q2780,4,-1723.3682103797917
M4_Q2780,41,-2876.013674839022
M4_Q2780,8,-1475.8818135556264
M4_Q2780,298,-2.1892748977114e+17
M4_Q2780,364,-1700.5767814104383
M4_Q2780,53,-1770.69061518595
M4_Q2780,173,-1773.2644472321817
M4_Q2780,289,-1654.8788648574257
M4_Q2780,62,-2757.2862032139933
M4_Q2780,26,-3673.178757930576
M4_Q2780,14,-2805.833255240898
M4_Q2780,15,-3534.9092414239726
M4_Q2780,17,-1512.5461713021452
M4_Q2780,18,-1512.54613336068
M4_Q2780,19,-1700.5762937273732
M4_Q2780,71,-1700.5762406122387
M4_Q2780,143,-1700.567140833221
M4_Q2780,22,-1700.5761062895388
M4_Q2784,846,-540.4854157936194
M4_Q2784,273,-470.07389206724173
M4_Q2784,23,-1339.795012195047
M4_Q2784,40,-353.0501013944736
M4_Q2784,304,-515.2918238612157
M4_Q2784,853,-462.884796626367
M4_Q2784,55,-926.9174309746855
M4_Q2784,31,-1461.775349437161
M4_Q2784,59,-1461.8214597580402
M4_Q2784,4,-1035.0452846517685
M4_Q2784,45,-633.702714120307
M4_Q2784,8,-311.569787933162
M4_Q2784,349,-1722.861409008258
M4_Q2784,61,-518.3599228858757
M4_Q2784,48,-685.1607373612204
M4_Q2784,108,-515.2920731983587
M4_Q2784,237,-484.57833180591797
M4_Q2784,14,-1230.171626865133
M4_Q2784,17,-515.2919851622299
M4_Q2784,18,-515.2920752503654
M4_Q2784,21,-498.7336757302666
M4_Q2784,165,-605.3965835707585
M4_Q2784,166,-515.64270560139
M4_Q2784,3112,-624.3741565746119
M4_Q2784,243,-496.3028059469418
M4_Q2784,32,-1807.1956908007462
M4_Q2784,144,-430.50513831514405
M4_Q2784,22,-430.50378057095713
M4_Q2922,28,-1945.9076143242335
M4_Q2922,66,-1992.9730146832896
M4_Q2922,23,-1906.707804137063
M4_Q2922,67,-1877.914329042784
M4_Q2922,732,-1127.6754198542392
M4_Q2922,3316,-1122.4141110874386
M4_Q2922,3317,-1127.6754198542424
M4_Q2922,29,-2104.2207607036485
M4_Q2922,370,-1826.0184361697654
M4_Q2922,24,-2574.6930939710396
M4_Q2922,4,-2105.115943602889
M4_Q2922,44,-2639.5783547906003
M4_Q2922,41,-1992.9730203869933
M4_Q2922,35,-1122.4346998508302
M4_Q2922,179,-1169.5110616715463
M4_Q2922,45,-1127.6754198542412
M4_Q2922,3318,-1197.9140092072428
M4_Q2922,7,-1149.7304485245413
M4_Q2922,8,-1085.2331187797138
M4_Q2922,48,-1298.0773134032504
M4_Q2922,3319,-1085.2329286667257
M4_Q2922,3320,-1127.67541985424
M4_Q2922,3321,-1127.6754198542412
M4_Q2922,38,-1686.4935159076758
M4_Q2922,11,-2465.864190181331
M4_Q2922,14,-1978.982909485779
M4_Q2922,15,-1907.738476750581
M4_Q2922,16,-6.180026028258497e+17
M4_Q2922,17,-1085.2332365515738
M4_Q2922,18,-1085.2329482575458
M4_Q2922,302,-1093.503487405974
M4_Q2922,144,-1347.5904529747875
M4_Q2922,22,-1347.5904777248559
M4_Q2940,133,-374.4026616805152
M4_Q2940,3322,-661.8570462730344
M4_Q2940,0,-435.85024744214326
M4_Q2940,40,-364.52833890497885
M4_Q2940,304,-364.5601970684011
M4_Q2940,31,-373.0333808518341
M4_Q2940,3,-373.0333408464985
M4_Q2940,59,-373.0333677781312
M4_Q2940,24,-373.03336908553905
M4_Q2940,4,-389.001172957034
M4_Q2940,5,-388.1662623753053
M4_Q2940,1521,-911.0930662999272
M4_Q2940,2500,-351.25400156178534
M4_Q2940,35,-364.5606894171321
M4_Q2940,203,-482.9407488685095
M4_Q2940,7,-349.09838331013
M4_Q2940,8,-364.56016578791605
